simulation,pass_km_total_Mkm
841,32460.17479231433
842,32418.3778492836
843,28640.406064877443
844,28714.792825025026
845,30666.37632104376
846,28680.540654623146
847,31986.250585862806
848,31700.20567787842
849,32438.142147710707
850,29221.008963102315
851,31162.326050267933
852,31744.942334483923
853,31751.220074143126
854,29447.830891595826
855,33468.09393180303
856,30953.18720462357
857,33668.5333706514
858,28127.348154742795
859,32620.7679140227
860,30954.056197871876
861,32780.6712496556
862,29529.491655510483
863,29269.658022265092
864,28577.216487929993
865,29943.463756873454
866,29176.19278392271
867,28759.23224305221
868,32380.922605056956
869,32306.452419941445
870,33536.731771176346
871,29511.364960568837
872,30105.09253881468
873,33564.436936302474
874,32586.620952285033
875,30732.494832620403
876,30642.968067701062
877,31084.85050960789
878,30071.121963543326
879,30777.782147054168
880,30682.030237673738
881,29738.86257777055
882,33014.52984131121
883,30915.74043771218
884,33504.43727414165
885,28628.535140572083
886,33643.296460886086
887,30343.35773657029
888,32659.36135777596
889,27465.64817472625
890,31542.89795399543
891,29552.77196307325
892,32786.45518095836
893,28629.071595383124
894,28366.48397293429
895,33447.342499117025
896,28933.159663072634
897,31736.799609890186
898,31333.35937602153
899,30030.833522526194
900,31064.07035545678
901,31728.845833499036
902,33048.528764415125
903,29658.017945055453
904,28988.720290506702
905,30632.55088800406
906,31686.36893938687
907,32176.146070291372
908,31719.525493419613
909,32734.024937891565
910,32569.363031686895
911,31328.837583155837
912,29804.618496256462
913,31237.350119483708
914,32538.312056423994
915,32098.375960548983
916,30054.766062558414
917,31804.68358016585
918,29943.353224422906
919,33002.361893108995
920,29360.818044077332
921,31737.55198352775
922,31217.909723193774
923,29460.115659186795
924,32225.884978571892
925,29393.90697509671
926,30068.716015128422
927,33707.68236829822
928,30271.33172195611
929,31499.18655248943
930,31050.093642936463
931,28714.91217016096
932,31559.167188546173
933,30443.87325564724
934,31893.37924468184
935,29525.410309476258
936,33091.34201408363
937,31847.17298085086
938,34780.3873606545
939,30480.424375972245
940,27976.40522515257
941,31489.648927875875
942,31481.75223011085
943,33529.859798910766
944,29912.66028669631
945,31243.628681989234
946,29408.644678783137
947,33450.02413638561
948,29225.98691074147
949,29933.865637803687
950,30313.94071559661
951,27368.71263279438
952,31967.940928792945
953,30055.512813726822
954,29021.346422651386
955,29343.886324369854
956,31733.909321841016
957,33096.87430327163
958,30316.219452778143
959,29299.085867564972
960,30742.441271426793
961,33311.016227367
962,31517.676091470323
963,32381.21484665454
964,31486.73296875437
965,33074.711817650066
966,28981.170615907766
967,29859.171308350553
968,30957.79072284838
969,28405.125839080127
970,33329.47863219333
971,29607.98910703231
972,28893.291377746787
973,31328.179993118185
974,33668.73660632435
975,32132.53888996307
976,27945.50670395219
977,29705.84292035078
978,32443.894077191344
979,29857.108768772498
980,28829.02766840242
981,32585.890881924744
982,31054.422087641604
983,31183.059608855787
984,30950.78890747821
985,32118.49549652593
986,28662.699268777083
987,29735.99141533845
988,32368.83954615699
989,30266.1073184486
990,31331.009145688087
991,31038.122677310563
992,29158.633312962083
993,34224.20602031253
994,33066.62724658561
995,31424.319065223917
996,32502.04730343763
997,31555.41352377919
998,28889.756285574356
999,34221.72054658274
1000,32476.43464893261
1001,30541.974333331553
1002,29883.731034540848
1003,29362.321783190207
1004,32623.299718390314
1005,31261.531842456112
1006,30939.83963178014
1007,31136.85377498423
1008,29050.902947827686
1009,32947.434047818315
1010,33279.52185400675
1011,28837.55077492329
1012,33998.939861874846
1013,31106.018624953922
1014,33803.83395306638
1015,27851.357567452684
1016,29376.8586311376
1017,31094.53774622362
1018,31747.813622832626
1019,30239.1094675925
1020,28002.471510635736
1021,30865.434721237063
1022,31576.044911069865
1023,33271.98711765123
1024,28878.32137160894
1025,28018.38678241559
1026,32891.5582982283
1027,30583.754077120277
1028,26830.77390975189
1029,34990.32804083876
1030,33768.23139348628
1031,30916.830558094207
1032,30922.065472254137
1033,31613.525663900535
1034,32190.10692473936
1035,30035.17693777519
1036,29586.711076291234
1037,33270.93744867014
1038,30380.516027835958
1039,30368.249751819323
1040,29277.518124724495
1041,32368.363712982697
1042,28189.83092028478
1043,30125.873958347824
1044,31185.169363986693
1045,30795.680703193135
1046,31485.757330007757
1047,31694.21632916845
1048,30473.04580556425
1049,34768.09586224752
1050,33420.8200357564
1051,31739.818611922605
1052,29733.668941184635
1053,32458.08908830623
1054,29881.65457630857
1055,32727.200866689982
1056,30568.11894644708
1057,30331.108780003462
1058,30941.26091542805
1059,32746.56219207857
1060,31832.69645167187
1061,29625.375714121077
1062,32805.787825419655
1063,30128.719144296854
1064,29226.381844745418
1065,31656.801222774284
1066,33053.6405914649
1067,31972.144736359955
1068,29747.1968325823
1069,32085.129686345328
1070,30710.550642535796
1071,31862.828774261383
1072,30528.044741652324
1073,30404.70699565461
1074,32456.472871368747
1075,33772.43089036081
1076,30918.41532450241
1077,30209.904145571356
1078,33157.57389336888
1079,32754.774464299615
1080,28458.96317743002
1081,30847.13854446553
1082,32249.991977491143
1083,29111.980954666018
1084,29580.043931032054
1085,30870.527611314996
1086,28444.64972082119
1087,29010.748562008896
1088,33138.50474532481
1089,31510.36902719943
1090,31170.813582252296
1091,30475.603756911936
1092,29139.97741142896
1093,27789.125229153386
1094,32645.8261787278
1095,30571.762335999152
1096,28982.061434678322
1097,31001.53625569547
1098,28865.361586507635
1099,30437.75580809296
1100,31912.554075026103
1101,33288.69306726246
1102,32409.915409253725
1103,30700.447588393414
1104,32575.83961894288
1105,30995.999226137625
1106,30436.361254048727
1107,30956.695653862025
1108,32731.14982765718
1109,30673.540350712432
1110,30428.521648958504
1111,34435.63089272324
1112,30978.47385082075
1113,31790.962029862247
1114,30176.43711654186
1115,32273.956786699142
1116,30943.831370115677
1117,32266.118660706557
1118,31076.67406297494
1119,31807.470174799062
1120,30704.32092037913
1121,31239.436978248643
1122,31032.67396009563
1123,30862.19874759002
1124,31816.145697363707
1125,32097.89564559913
1126,30743.40163787234
1127,30904.191751681876
1128,31986.573402060392
1129,31778.30166020739
1130,30994.34016009239
1131,33159.34372374414
1132,31487.754156788797
1133,31205.36890820694
1134,31712.47458613646
1135,31362.629107968194
1136,27904.976028477722
1137,32072.78411426369
1138,32949.16850952139
1139,31364.783558919746
1140,29406.6285082396
1141,31585.035817437736
1142,30114.512604102114
1143,30942.779140974748
1144,29045.3986263038
1145,30822.983362434898
1146,31478.64570024411
1147,29158.311250361596
1148,32529.11795586656
1149,29683.741635153758
1150,33924.59811324759
1151,35250.154078619824
1152,31312.582144456384
1153,30520.52935184669
1154,32886.26664345816
1155,29505.693928518693
1156,26208.27180523106
1157,32975.253416760235
1158,27906.394505396842
1159,32072.30359583863
1160,31705.23859629402
1161,30379.57894339696
1162,30994.404201005324
1163,34553.41396485064
1164,30818.10126155684
1165,30364.66418951672
1166,30651.725152101684
1167,32383.676502032395
1168,33500.74635310317
1169,33297.06581133544
1170,29269.043926374692
1171,32835.19523897105
1172,32424.17345332068
1173,30737.459244838086
1174,30237.396926026486
1175,30003.329781328408
1176,31728.13271836078
1177,33017.483439898395
1178,29457.543752477155
1179,30804.317706174923
1180,31015.94442670247
1181,32694.192683727917
1182,30211.125846092622
1183,32918.00989074743
1184,30970.76416893712
1185,33246.281691473094
1186,29682.959702650005
1187,29895.720458120908
1188,28695.67440308539
1189,28414.570328367372
1190,32508.736335120917
1191,31448.86806519845
1192,34350.433986802855
1193,29515.319627695393
1194,29915.02043607577
1195,33141.69158646966
1196,31507.903910206158
1197,30841.819396129496
1198,29880.92461528112
1199,31349.03290055025
1200,31570.115029138607
1201,32405.434244259246
1202,31399.385542866363
1203,31854.447721011842
1204,32118.530257326704
1205,29684.337547894043
1206,31343.768761469113
1207,30302.24110177491
1208,31060.194731676787
1209,29660.147902336746
1210,29575.89408614907
1211,29283.217402526156
1212,30453.39175926904
1213,30919.1575994809
1214,33253.194135758415
1215,31293.25721194385
1216,28313.548720838873
1217,29471.494373688867
1218,30396.114455765517
1219,29376.03602576413
1220,30497.467467447077
1221,30247.665408627923
1222,34452.74139955946
1223,32155.32723588147
1224,31083.76920752655
1225,33458.157969952525
1226,32139.967179472616
1227,31130.35234289247
1228,30115.471236306435
1229,29392.773009159046
1230,33976.095578380155
1231,31724.54156219451
1232,29191.323781384788
1233,31633.197686856474
1234,32218.82737669153
1235,30318.905439389866
1236,34585.72424981635
1237,31425.423005113953
1238,33472.76667339461
1239,31954.622813374528
1240,30435.046324413495
1241,32414.762910246394
1242,29888.65278403915
1243,31946.782762759343
1244,29614.1681371376
1245,31365.195443435325
1246,33451.80625083731
1247,31903.268484205837
1248,29822.918365462923
1249,30996.32256243397
1250,31662.948796222117
1251,32215.046064991722
1252,29002.647051862266
1253,30218.443045168453
1254,33253.24097113732
1255,33376.10391421173
1256,33828.793686050885
1257,30124.69873996657
1258,29317.182341460666
1259,29802.98948534555
1260,32230.726857381167
1261,30901.977445991048
1262,33139.34155149434
1263,28765.744823268058
1264,32149.67478726226
1265,31554.444666907562
1266,33873.98351955633
1267,29799.149491276283
1268,32498.193199785226
1269,30015.3436594989
1270,32533.654284395
1271,30972.145966159722
1272,29885.407325726068
1273,29885.118010634404
1274,32985.881549637896
1275,33371.613644207726
1276,29481.256085371184
1277,33351.538995933064
1278,32046.973607794473
1279,31219.639318551635
1280,32085.803788771384
1281,32769.893555333
1282,30144.008705293458
1283,29319.135065459745
1284,30473.087247560066
1285,31361.157511978538
1286,33766.450407439675
1287,30287.48943470977
1288,30968.545012784274
1289,31523.719097631958
1290,31210.727935226867
1291,33233.09494868483
1292,30546.593150788034
1293,32053.99492226313
1294,31850.24896037899
1295,29420.872087751304
1296,32129.95671862243
1297,31277.65164254716
1298,32052.812555978217
1299,30688.272541003684
1300,28640.907089543707
1301,28358.839688423883
1302,30988.607951210466
1303,31453.755475558486
1304,31736.70574604956
1305,30151.19885762561
1306,30528.474849776787
1307,29314.726374450835
1308,31064.63535048455
1309,27777.500369398727
1310,29187.667323548874
1311,33449.33601162857
1312,30914.734664271495
1313,30539.853648035845
1314,26835.96705162691
1315,30918.66383868776
1316,30785.474728193065
1317,32586.458999773084
1318,30008.357926199456
1319,30091.5392132657
1320,29899.974923641472
1321,31374.532385001472
1322,30722.26601459328
1323,31880.60922363137
1324,32596.156481385293
1325,33960.81537441872
1326,29840.957286307465
1327,30483.21498723768
1328,29134.180556626772
1329,32012.719726277224
1330,31737.50955279439
1331,28904.319890620118
1332,32422.622655025305
1333,31044.335582297317
1334,31729.7632475872
1335,32354.15189293379
1336,30746.944351485756
1337,30676.569372460002
1338,29901.044290559792
1339,31858.78857710225
1340,29897.09513104095
1341,30356.326977544166
1342,29912.470562337785
1343,31779.653393419816
1344,33596.766583781326
1345,31936.86223595175
1346,32369.93378145345
1347,30707.186145055388
1348,31394.650672031727
1349,30496.039264302664
1350,29550.04244083286
1351,31845.831047973224
1352,31655.36492234278
1353,31109.969483448716
1354,30853.328023049813
1355,31897.6888534583
1356,34241.70442867377
1357,35661.255510300325
1358,33711.18386016296
