refnis,moyenne_evitees,ci_2.5,ci_97.5
33040,1325.283614156201,1237.1905382603554,1422.0690433660636
23027,12826.223805488307,12315.461076414895,13342.709743929845
13001,2506.403237234961,2342.656854881006,2677.470653254216
82009,425.1678867488109,389.3311910384171,461.9405626917696
71020,2150.235593943351,2069.2544326797365,2235.988753439262
92087,2737.874380734572,2542.3822291394367,2943.3762314751393
57097,3900.69012602607,3703.949884653823,4109.970914321982
44012,2632.065282335786,2514.47704449503,2753.8385866479643
31033,5300.680948650699,5041.851472408172,5570.579440241573
25084,1843.0783176710386,1738.6690524869477,1954.3675919728646
24045,1828.2797834155656,1762.9588019819516,1894.3534956402934
21019,11158.397859628152,10949.324687469138,11365.90674568601
13023,1458.9751531901254,1404.4394423496906,1520.065892088178
91114,2687.0674110967902,2570.222720143397,2803.1544479986296
85039,959.9081224461783,893.3598644557153,1027.722860057287
85011,841.4876219302479,781.9747472204655,903.2809798344417
84035,840.4555064922698,783.2990043979895,899.9929557743229
84010,776.6718422862186,721.7429605819701,833.7055524368353
63049,2332.6304412193417,2181.986473919962,2487.07216485133
62060,2510.3082020808724,2385.8607449255214,2640.2947878781115
62022,6415.521982368478,6105.98085548623,6722.030522417563
56005,1207.7384615617418,1099.2590538190175,1319.9621701815436
44020,3280.987357639614,3160.3124205146664,3408.9551806713976
44019,8317.449248759498,8055.713192290309,8597.414877703008
35011,3731.8012946750982,3493.7932853008037,3972.240920034656
31005,31198.655135429217,30218.76166638547,32189.396381986466
24008,1389.6945089960172,1333.8921765949847,1447.6238729577503
21014,23382.073690342608,23003.632771734505,23730.810214574227
21004,104212.83466802379,102477.00314160448,105861.36419827775
21001,21559.25025539785,20693.96891578854,22403.15862180397
13010,2960.433838546685,2828.371485838083,3098.145976250017
12025,17611.44410722061,16579.300339433288,18625.653866283123
12021,7933.405931460153,7619.636202315292,8251.82231118832
11054,3118.6944385972956,2974.7137952766916,3267.8311203563794
71022,24782.356668540535,23818.917591012116,25754.653473726303
56049,798.9840545348836,747.480034010349,851.6283474095392
64023,720.0558097977244,665.5617742494653,776.3775133734881
84075,473.5463211061634,440.05551013900697,508.3204717195813
83049,467.59701726854735,425.61518343751027,511.32289985913764
83040,940.2850027348943,883.6441468925846,998.5245705587992
61072,3437.877108273493,3309.6759035032783,3570.5724869314217
61041,941.386374512447,872.8429942280441,1011.8281952857236
55004,5171.536812981814,4938.343974447988,5408.99428692389
53044,2523.0743174199783,2399.393354585717,2650.7038352384307
44034,5693.902349485488,5449.092359308311,5949.413755810218
36007,3080.0565306803046,2945.299152279324,3221.0595432855275
25117,1602.4488725015945,1528.7455504605648,1679.7034493194124
25014,11535.412435591637,11138.26200916414,11941.048434756352
24137,1243.9739066674815,1186.758346765949,1303.9462898000363
23016,11231.02853054685,10871.363403639909,11583.800082444568
13008,12160.714703687456,11563.259772048683,12756.93519407861
73083,12778.215160075833,12282.130993896855,13283.000201618263
72030,3260.161297147833,3100.1035898873643,3430.853150813209
71004,12127.516764593925,11645.813142399651,12619.683129110701
63001,1113.4693156045576,1033.1465475198493,1196.9345460216264
62122,1805.359744890479,1688.2506962836924,1922.2477722953777
57064,4448.15816492981,4229.947083310871,4679.903857670007
52075,2460.931199033836,2338.931585719341,2588.3609880052077
43007,1354.3544462482805,1290.6845005687792,1423.213429428816
21002,7690.930616876701,7455.942265492428,7918.7866348105
73042,6989.616601608345,6720.816849790818,7275.84095458447
64047,706.6725530606128,674.1697283842253,740.7414646947333
64021,859.1057354439229,805.5058656900711,914.7330028978258
93088,4518.5007610140465,4259.211746475344,4783.017068483723
92141,1943.7851161087945,1851.2155837351631,2042.4112899740248
92138,1695.307224764632,1569.0600199940484,1826.6335598250214
91142,972.0680314638228,908.8445944143563,1036.1203356013202
84009,2022.6365878199506,1899.8350715613617,2146.3773125493585
63067,2182.302412215924,2028.7176418994316,2341.0297726571757
45068,4878.391493603857,4601.191080431976,5165.961957546495
45063,1334.6547706175897,1269.5069843804815,1403.2927727210629
42006,12264.551734656168,11685.90036803249,12844.222637293495
36015,21419.675157758946,20513.955997873916,22318.848152018694
25120,2014.7773022397078,1922.109272141413,2111.9103656014468
25112,11437.218626519012,11005.77551748821,11878.051770166874
25018,2971.8654943022248,2817.7784770755097,3132.1564931328867
23044,2790.8584239973425,2647.479262026183,2937.1893952716437
13049,5737.275660893139,5518.161634701093,5971.380069857784
13040,11304.323273296035,10789.69328338042,11819.470765968586
12041,6681.232459386098,6451.771279339479,6918.892904855583
71057,5407.299364258952,5194.289472873105,5624.889375808798
11008,10053.38737093096,9708.542708502844,10409.177386121908
63003,1121.3338361333451,1066.1630296508897,1178.2460723663726
44084,7285.810151478344,6957.281357875463,7620.3470863888115
34043,402.7419073475418,373.81054824567957,433.6003353206224
25050,1812.3919401183405,1741.3911418687385,1885.384206873905
23094,86630.68155737144,83313.75403110537,90082.18955771721
71002,1834.6833201002064,1755.823764903957,1916.4372341806097
11021,1940.495149881669,1841.9446056187762,2042.7004004940725
93022,1783.1163708011757,1658.252840364978,1912.1931080529214
92142,6829.740660502921,6552.469447962825,7108.652295010221
91103,627.2603201990871,581.7716242904296,674.0788813957554
85024,535.5687115065992,494.8427332576192,577.2890496478497
84059,755.2105115949711,698.0876471151784,814.5337935671216
63038,1860.8263941962186,1741.7512743732,1984.9577547720774
63013,938.6406406107077,872.9119051693489,1006.587227454887
52025,3210.5512031397298,3044.406621282959,3384.600832605302
41002,21608.184037214996,20616.772209852465,22603.635316937503
37015,5135.807459450572,4914.992823629896,5366.274598862553
35029,2999.0788944041274,2842.5007485765213,3156.425629928272
35006,3015.325259779192,2875.5739395964133,3169.9936194640322
34042,4738.146832379362,4504.671009969813,4984.886346363829
33011,7821.100007000314,7475.0552986374,8194.133690655035
25023,2407.4946304781683,2313.3815294372334,2503.6964634217434
24107,7915.786488582275,7541.017373097949,8291.81976716835
24001,8607.626638429974,8254.182674579597,8960.660260067867
13044,1227.7222556187173,1170.1909852019912,1290.2148252323605
12007,7129.43503824266,6805.906609014582,7458.933633206835
72038,2332.006175845454,2215.3608034053555,2455.6504337971987
71069,2430.205992844446,2347.2854302567966,2516.0293886865943
92045,1483.1198971979761,1404.965305560841,1563.497055109305
57094,3224.146289497281,3066.0988175499183,3387.2394784151015
24104,4626.824257657413,4498.844249694239,4752.4823541840315
21018,15092.224821277565,14622.603717207096,15555.737966610495
11037,3510.356606840755,3371.5204435023415,3651.248810260319
85045,2369.119084756231,2248.5813117104185,2490.2252683254064
42008,5032.169528055009,4770.489990852315,5301.745630130649
38025,2300.683094234541,2146.1941327205695,2462.4572360819675
38002,759.2773266293907,701.8962876604007,821.0860550665312
37011,1503.2342987990148,1412.279801494065,1598.7517511345357
33037,2288.2499832069893,2173.7932659427393,2409.5742636108125
31012,3008.808422660996,2818.0094171963638,3210.38943608388
23038,2937.6899468405545,2834.0022859333367,3044.473690715266
72021,5875.893766306948,5569.508700994439,6193.885867909466
63087,700.6317554428227,640.4873756505023,762.0278720488968
62099,4947.312240368907,4723.164666785953,5179.260727218773
56088,883.2812734201249,811.7013817825328,957.2278555048873
52074,2517.137799984969,2418.5284489129704,2618.5129990740857
46025,6760.077609737107,6395.574852882979,7144.275396731745
44081,3070.5398258133882,2898.1279493481734,3255.8336221353966
24094,3977.52231317247,3780.4657158086834,4179.031439243356
73040,1802.980886980021,1730.583293036401,1878.1380782488893
11030,3098.4057859556156,2952.2028144266765,3250.8427745551676
92101,3117.9439624691777,2958.9917954565576,3279.9225356773086
84077,2562.4692556551618,2433.388189804091,2693.4343608340123
84068,444.0298802700309,406.60333842266687,482.4339258366408
