,poids_moyen,poids_ecart_type
score_dens,0.1914643209993351,0.025878177076776095
Distance T,0.191348148481978,0.02579504014973819
score_pent,0.08242807752318033,0.019947967730398846
nb_poi_sco,0.11521584370447024,0.014794845972598553
score_bus_score_bus,0.1908634731328424,0.026033719576847584
score_tram,0.11363655959486807,0.02660905251943602
score_imat_score_imat,0.11504357656332587,0.01461209829535567
