refnis,pop_densit,Distance T,nb_poi_sco,score_pent,score_dens,score_tram,score_bus_score_bus,score_imat_score_imat,score_moyen,score_ecart_type,classements_1ers,frequence_1ere_place
52010,813.7882623566361,3,3,4,4,1,3,4,3.1616628558960955,0.07060494505049542,0.0,0.0
51019,147.01822381535402,2,2,3,1,1,1,5,1.931594453486097,0.06724318495250309,0.0,0.0
42025,722.567126372582,4,4,5,4,1,3,2,3.3205677724790883,0.08357445052046228,0.0,0.0
37012,179.73519623987698,2,3,5,2,1,2,4,2.478950669805791,0.07512911143445707,0.0,0.0
25107,231.476035526304,2,3,4,2,1,3,4,2.5873860654154526,0.06416955071335306,0.0,0.0
24134,463.46322242879705,4,4,4,3,1,3,3,3.1617189505198846,0.07062779302440708,0.0,0.0
12035,597.283699219269,3,3,4,3,1,3,2,2.74011138177012,0.05911440340260776,0.0,0.0
83013,42.2599913254206,2,2,1,1,3,1,5,1.9940114176294936,0.06885144991495241,0.0,0.0
82036,45.2630961488886,1,3,3,1,1,2,4,1.9312820452781212,0.061448423206114676,0.0,0.0
62118,674.52451143063,2,2,4,4,1,3,4,2.855098863709652,0.07475789069757292,0.0,0.0
58001,1260.61688904437,3,5,4,5,1,4,3,3.6593787608738984,0.09163847530009629,0.0,0.0
57096,1466.22667968349,4,4,4,5,1,3,3,3.544647592518554,0.08847258882138563,0.0,0.0
44085,333.981328167201,2,4,5,3,1,2,3,2.6705872579462735,0.07674160035276302,0.0,0.0
25105,856.137004379154,4,3,4,4,1,3,3,3.237967427814753,0.07399717695867919,0.0,0.0
64075,128.42773691087902,1,1,5,1,1,2,4,1.8657065129155417,0.08542287321220746,0.0,0.0
64056,206.447003976964,2,1,4,2,1,3,5,2.471997954569838,0.07211240157592409,0.0,0.0
64029,150.78789109258798,2,1,4,2,1,3,5,2.471997954569838,0.07211240157592409,0.0,0.0
11053,242.074471296448,3,3,4,2,1,1,3,2.2819636910684267,0.06816068597366395,0.0,0.0
93090,46.52830764913,3,2,1,1,1,1,4,1.8430428703584156,0.06439946115941761,0.0,0.0
91064,50.7391875617226,1,2,3,1,1,1,5,1.7402463050041275,0.0684701987142892,0.0,0.0
84029,29.578780196780706,2,1,1,1,1,1,4,1.5364788781719514,0.048147012416337606,0.0,0.0
63023,209.195111651302,2,4,3,2,1,2,4,2.4293103584639026,0.05753278394229884,0.0,0.0
42003,404.048637452829,3,3,5,3,1,2,3,2.746719562723793,0.072626049868704,0.0,0.0
37020,267.421173542509,2,3,5,2,1,2,3,2.3639070932424824,0.07097620244214996,0.0,0.0
33039,83.95409304107389,2,2,4,1,1,1,4,1.8989789544459603,0.06914452388557478,0.0,0.0
32011,232.23160756065903,3,2,5,2,1,2,3,2.44003939801998,0.07183171117596804,0.0,0.0
25122,135.846924580078,1,1,4,1,1,2,5,1.898322011955684,0.07815447183956346,0.0,0.0
25043,144.288532240969,1,2,4,1,1,2,5,2.0135378556601546,0.07818954235597143,0.0,0.0
23081,533.8495261270759,3,3,4,3,1,3,3,2.8551549583334688,0.059038884791521924,0.0,0.0
23025,1018.05324831213,2,4,4,5,1,3,2,3.046907718991275,0.09137345279177224,0.0,0.0
13036,244.14646429073895,2,2,4,2,1,1,2,1.8603561223186464,0.05696408192888786,0.0,0.0
13014,211.063467833216,1,3,4,2,1,1,3,1.899267394104475,0.06688263856993437,0.0,0.0
13012,398.891254289129,3,2,4,3,1,2,3,2.5490756414961226,0.059668063995645663,0.0,0.0
82032,56.4459935117811,3,3,2,1,1,2,4,2.2315502647188956,0.06211144856564151,0.0,0.0
72041,323.36571604583304,1,3,4,3,1,2,4,2.3966387647999707,0.07348686966416042,0.0,0.0
64015,147.197082864375,1,1,4,1,1,3,4,1.9741419085252003,0.07824275455893906,0.0,0.0
24059,305.508089088365,4,3,5,3,1,3,2,3.013887607775273,0.07771770569387122,0.0,0.0
61063,176.740463187896,2,1,4,2,1,3,5,2.471997954569838,0.07211240157592409,0.0,0.0
57018,84.22496238512291,1,2,5,1,1,2,5,2.0959659331833276,0.09179515060880122,0.0,0.0
45035,471.306041682915,4,4,4,3,1,3,3,3.1617189505198846,0.07062779302440708,0.0,0.0
23047,1434.1175397029,4,3,4,5,1,4,5,3.850382375073569,0.09200514014007542,0.0,0.0
73001,419.297472910174,5,2,5,3,1,3,4,3.320107065679451,0.09242846514032899,0.0,0.0
73032,329.56491252827,3,2,4,3,1,3,4,2.8549826911922924,0.062442186686937844,0.0,0.0
11035,448.994631206631,2,2,4,3,1,2,3,2.3577274930141363,0.05796203048796027,0.0,0.0
91120,63.2016330235137,1,1,2,1,1,1,5,1.5426023837764795,0.05981850799016055,0.0,0.0
91072,41.6450308141481,4,2,2,1,1,1,5,2.23186267292689,0.08874605242015049,0.0,0.0
91015,31.6848629916765,2,1,2,1,1,1,4,1.6189069556951228,0.04837561258157357,0.0,0.0
85034,103.22587194552,1,2,2,1,1,2,4,1.7336381240504681,0.050078575367147556,0.0,0.0
84050,49.571869827200096,1,1,2,1,1,1,4,1.4275588072131566,0.046289141642291066,0.0,0.0
61028,145.405103695708,3,1,4,1,1,2,4,2.165974732356323,0.0719728105291854,0.0,0.0
51014,148.721526846758,2,2,5,1,1,2,4,2.172270505101989,0.0803174913240484,0.0,0.0
45065,245.589585915296,2,2,4,2,1,2,3,2.1662631720148195,0.05275211937152211,0.0,0.0
41063,393.97124194758,3,2,4,3,1,3,3,2.739939114628959,0.05909445431631962,0.0,0.0
24014,706.526186056264,5,3,4,4,1,3,2,3.3142719997334096,0.0888976917782599,0.0,0.0
23002,700.7183682435419,2,3,4,4,1,3,2,2.740227554287483,0.0717279178818655,0.0,0.0
62051,1740.95403647595,3,4,4,5,1,4,3,3.544162917169433,0.0883487074991432,0.0,0.0
57062,178.01794261577598,2,2,5,2,1,2,4,2.3637348261013043,0.07373468852231485,0.0,0.0
33016,298.63927267712,2,1,4,2,1,2,2,1.9360037517470177,0.05245880769839218,0.0,0.0
23101,823.663452317736,3,3,3,4,1,3,3,2.964191201809593,0.06453658122889026,0.0,0.0
21011,19090.0437845041,5,3,3,5,5,5,1,4.144537851291391,0.07264756967706473,0.0,0.0
63046,229.186726761093,2,2,2,2,1,3,4,2.307314066664636,0.05191083656332116,0.0,0.0
61024,137.137349000285,3,1,1,1,1,2,4,1.9186904997867744,0.06218658401236113,0.0,0.0
52055,312.80785143607403,4,2,4,3,1,3,4,3.046330839674278,0.07093403275463325,0.0,0.0
51017,132.31134035422102,2,3,4,1,1,2,4,2.205058271283262,0.06808219791498096,0.0,0.0
46021,963.655857920228,3,4,4,4,1,3,2,3.046791546473923,0.07113598129024909,0.0,0.0
45060,224.388445189809,2,1,3,2,1,2,3,1.968619250787168,0.040615181614882666,0.0,0.0
41081,481.661567252986,5,3,4,3,1,3,2,3.1228076787340786,0.08542773646191809,0.0,0.0
35014,278.408300056224,2,2,5,2,1,2,3,2.2486912495379934,0.0695789582463067,0.0,0.0
32030,51.05905905299591,1,2,5,1,1,1,2,1.559971730360522,0.07968969476659093,0.0,0.0
23060,747.51679088883,4,3,5,4,1,3,2,3.2053519287746104,0.08239634315417822,0.0,0.0
23039,628.544469570027,4,3,5,4,1,3,2,3.2053519287746104,0.08239634315417822,0.0,0.0
13016,607.870344316775,3,3,4,4,1,2,4,2.9707993827632575,0.07462095120836586,0.0,0.0
63086,36.5696356692293,4,1,1,1,1,1,5,2.0342187516992416,0.09126492044061167,0.0,0.0
62121,314.834828746266,2,3,2,3,1,3,5,2.7290378079317583,0.0666110898165863,0.0,0.0
64076,142.989846529022,2,1,5,1,1,2,5,2.172098237960855,0.08762436575792872,0.0,0.0
91034,132.897074564165,3,3,2,1,1,2,3,2.1165066881555754,0.05554422474728321,0.0,0.0
91030,115.662543833149,3,3,3,1,1,2,4,2.313978342242082,0.06468089212412532,0.0,0.0
91005,109.028713337902,3,2,2,1,1,2,5,2.231377997577767,0.06821319176702947,0.0,0.0
61068,205.819500740436,2,1,4,2,1,3,5,2.471997954569838,0.07211240157592409,0.0,0.0
55040,258.30667477713,3,4,4,2,1,2,3,2.5880430079057373,0.06397096871904259,0.0,0.0
52048,664.201888484337,3,2,2,4,1,3,5,2.9966344337085866,0.0760683708656121,0.0,0.0
52021,383.887447536195,5,2,4,3,1,3,4,3.2376789881562678,0.08657298910894999,0.0,0.0
51069,259.592410880198,5,3,4,2,1,2,3,2.8555234611652205,0.09140209041363291,0.0,0.0
51004,234.137934827886,5,4,4,2,1,2,4,3.085782881433026,0.09605558981517347,0.0,0.0
44045,177.277524484415,2,2,5,2,1,1,2,1.9427841998418334,0.07445284721512264,0.0,0.0
44043,681.057685829225,3,4,4,4,1,3,3,3.1618351230372377,0.07059584739032518,0.0,0.0
42010,384.52288040049297,3,3,5,3,1,3,3,2.9375830358566213,0.07024997933421696,0.0,0.0
37002,330.862038196014,3,1,5,3,1,1,3,2.325424402181992,0.08467980478966518,0.0,0.0
25123,282.237467386749,4,2,4,2,1,3,4,2.854866518674944,0.07425172835724161,0.0,0.0
63088,202.08600908437305,3,2,2,2,1,3,4,2.4986622151466236,0.056675968934494746,0.0,0.0
58003,108.48223569622,2,2,4,1,1,2,5,2.2048860041421414,0.07374769708471954,0.0,0.0
57093,175.141492497705,2,1,4,2,1,2,4,2.1660909048736667,0.06009542461368476,0.0,0.0
56051,61.5761356012543,1,2,3,1,1,2,4,1.8160662015736495,0.057340714567446285,0.0,0.0
44064,571.345932421062,3,3,4,3,1,3,5,3.085242111460107,0.0689107884477911,0.0,0.0
44048,344.688146546025,3,3,5,3,1,2,4,2.8617631392871137,0.07558404245410268,0.0,0.0
43014,94.465111864751,2,2,5,1,1,2,3,2.0572269285386677,0.07600332852985875,0.0,0.0
34025,441.855994134914,3,3,5,3,1,2,2,2.631675986160465,0.07254738379750339,0.0,0.0
31004,1078.49810974947,4,5,5,5,4,3,1,3.8531140394041503,0.06574367607096372,0.0,0.0
64063,265.572553308805,4,1,5,2,1,3,5,2.937122329056995,0.09032007059949769,0.0,0.0
23102,2022.43889283468,4,3,4,5,1,3,2,3.31438817225077,0.08896102332854404,0.0,0.0
13029,548.7374562634969,4,3,4,3,1,2,3,2.855639633682581,0.07141484971458664,0.0,0.0
72043,407.000946211555,5,3,4,3,1,2,3,3.0469877821645523,0.08880722098038901,0.0,0.0
11039,562.302698407328,1,4,3,3,1,2,4,2.429426530981254,0.07046537523161941,0.0,0.0
11025,1512.75381719039,4,2,4,5,1,3,2,3.199172328546292,0.09051821719830469,0.0,0.0
11016,412.634559511819,4,2,4,3,1,2,3,2.7404237899781143,0.07135540525793146,0.0,0.0
62009,159.95187654533,3,2,1,2,1,2,5,2.3404142410539004,0.06638835661709652,0.0,0.0
53082,1502.94995487294,3,2,3,5,1,4,3,3.2313031522372917,0.08804283445899502,0.0,0.0
45061,154.26673971890602,2,1,4,2,1,1,4,1.9752274317408327,0.06609931922135683,0.0,0.0
42004,580.5722741503849,5,3,4,3,1,2,2,2.9319442056012375,0.08941756711664536,0.0,0.0
36012,323.041791525286,2,3,5,3,1,2,3,2.5553714142418107,0.07313250010351038,0.0,0.0
32006,184.430127328903,2,2,5,2,1,1,3,2.0578277764051554,0.0760988395262196,0.0,0.0
31042,56.26135618909171,2,1,5,1,1,1,4,1.8661911882646771,0.08474063163494588,0.0,0.0
11057,308.410786212059,2,2,4,3,1,2,3,2.3577274930141363,0.05796203048796027,0.0,0.0
73109,86.68526569814439,2,2,2,1,1,3,4,2.115849745665287,0.05946240873853948,0.0,0.0
24062,1791.19614635041,5,5,3,5,1,4,5,4.18973413344132,0.10397617837723404,0.0,0.0
45041,780.263188609281,4,2,3,4,1,3,2,2.9252799300237706,0.07377451246869926,0.0,0.0
36011,350.40520810862,4,3,5,3,1,1,3,2.7472042380729103,0.09238714426859991,0.0,0.0
21008,10480.504120945,4,2,4,5,4,5,1,3.8067653770332495,0.0686080117197292,0.0,0.0
71066,545.768029305573,2,2,4,3,1,2,3,2.3577274930141363,0.05796203048796027,0.0,0.0
11040,1164.34566196694,2,4,3,5,1,3,3,3.0795232180314267,0.08849868618810403,0.0,0.0
62032,375.016648688329,4,4,1,3,1,3,5,3.144521871077015,0.08740405679758767,0.0,0.0
61039,183.981242667943,2,1,2,2,1,2,5,2.1162783263906566,0.05545944980497233,0.0,0.0
51065,107.209110981117,2,3,4,1,1,2,4,2.205058271283262,0.06808219791498096,0.0,0.0
37010,479.501791600666,2,2,5,3,1,2,3,2.440155570537336,0.07242363616450813,0.0,0.0
37007,376.393686636793,3,2,5,3,1,2,3,2.6315037190193054,0.07243392160650317,0.0,0.0
35002,1268.6675188067102,3,3,5,5,3,3,2,3.4327412204817023,0.0637763713127272,0.0,0.0
25005,187.507392567105,2,2,4,2,1,3,4,2.4721702217109693,0.06280594620779707,0.0,0.0
24135,256.948733786288,2,4,3,2,1,3,3,2.505130255033422,0.056224265226862524,0.0,0.0
24009,342.640751208837,3,3,3,3,1,3,2,2.6576833042469397,0.052744014512607296,0.0,0.0
21003,8608.5801063022,3,3,4,5,5,4,1,3.6534061587177864,0.07111601306014675,0.0,0.0
13017,269.519292734219,3,3,4,2,1,2,3,2.472827164201266,0.058970730190270715,0.0,0.0
12009,795.727797548298,4,3,4,4,1,3,2,3.122923851251418,0.0751855217959121,0.0,0.0
11001,1338.78746440443,3,3,4,5,1,3,5,3.468170753458753,0.08996163458724288,0.0,0.0
92094,643.938281648257,4,5,2,4,1,3,3,3.303542960177351,0.08303470550479781,0.0,0.0
63040,628.239280837039,2,2,2,4,1,3,4,2.690242708663307,0.07092479987286417,0.0,0.0
61081,73.70665818333269,2,1,3,1,1,2,5,2.007242082914481,0.0643026597123727,0.0,0.0
61019,89.65495076005,2,1,1,1,1,2,5,1.8423859278681234,0.06143848641643231,0.0,0.0
57003,243.81723506021,2,2,3,2,1,3,4,2.389742144187814,0.05405348546993895,0.0,0.0
43018,983.690194316402,1,3,4,4,1,3,2,2.5488794058055104,0.08298712331073185,0.0,0.0
25110,1429.20698450175,4,4,3,5,1,4,5,3.883170141254895,0.09387373745347254,0.0,0.0
11023,745.328125448317,3,3,3,4,1,2,3,2.773327728676759,0.06699239448249907,0.0,0.0
11013,2611.02655983342,3,3,4,5,1,4,2,3.3139034969016286,0.08886445523584323,0.0,0.0
11005,2582.36731634975,5,3,4,5,1,4,1,3.5815562173022926,0.10327384361047746,0.0,0.0
93056,59.61809794206791,2,2,3,1,1,2,5,2.1224579266189596,0.06419448489862102,0.0,0.0
91059,98.27937463194188,2,1,3,1,1,2,4,1.892198506351154,0.05410076964747076,0.0,0.0
62026,235.68411223972,5,1,1,2,1,3,4,2.6837145908829108,0.0986304215229847,0.0,0.0
56044,183.65069470319895,2,1,4,2,3,2,5,2.50840760062674,0.060398237433758314,0.0,0.0
44052,321.881270246685,2,2,4,3,1,2,2,2.2426839164508254,0.05666527737077251,0.0,0.0
43010,257.40947662164604,5,3,5,2,1,2,3,2.9379515386884036,0.09878911090039583,0.0,0.0
34003,466.53585216577903,1,2,5,3,1,2,2,2.133763845492026,0.07996888787138083,0.0,0.0
33021,165.712908446555,3,3,5,2,1,2,2,2.4402116651611223,0.0720460575553606,0.0,0.0
23100,1107.63146141229,3,2,3,5,1,4,4,3.346346728800621,0.08933324489085304,0.0,0.0
23032,151.42649557957998,3,2,4,2,1,2,3,2.3576113204967974,0.05745032947431171,0.0,0.0
23023,252.546742046428,2,2,4,2,1,3,3,2.357126645147668,0.05804616278535553,0.0,0.0
12029,529.920528702033,2,3,4,3,1,3,3,2.663806809851446,0.060575465091219895,0.0,0.0
83012,73.2559228674147,3,3,2,1,1,2,4,2.2315502647188956,0.06211144856564151,0.0,0.0
53068,318.96599157784505,3,2,4,3,1,2,3,2.5490756414961226,0.059668063995645663,0.0,0.0
46024,425.788037046232,2,2,4,3,1,2,3,2.3577274930141363,0.05796203048796027,0.0,0.0
24033,501.8047566666591,5,3,4,3,1,3,2,3.1228076787340786,0.08542773646191809,0.0,0.0
24020,420.26489853285904,4,4,4,3,1,3,2,3.0466753739565835,0.07124293524454235,0.0,0.0
23105,756.398123199711,3,2,4,4,1,3,2,2.8163598590649968,0.06960262278566097,0.0,0.0
63072,248.184570021487,4,3,2,2,1,2,4,2.6143627342002116,0.07095037468781082,0.0,0.0
11044,879.3235449907479,3,3,5,4,1,3,2,3.014003780292628,0.07790408541231582,0.0,0.0
92006,93.2289914020101,2,2,3,1,1,1,5,1.931594453486097,0.06724318495250309,0.0,0.0
91143,24.7027974877778,1,2,1,1,1,1,4,1.4603465733944412,0.04662469087094269,0.0,0.0
85046,84.0360196213238,3,3,3,1,1,1,4,2.123114869109229,0.07003315713797399,0.0,0.0
84016,24.8816188842871,2,1,1,1,1,1,4,1.5364788781719514,0.048147012416337606,0.0,0.0
63020,1091.42379522888,3,2,2,5,1,4,2,3.033831498150806,0.0922150211814494,0.0,0.0
51009,272.366351826199,3,3,4,2,1,2,4,2.5878707407646075,0.06366825873264327,0.0,0.0
43002,167.271345265394,1,3,5,2,1,2,3,2.1725589447604943,0.07826239521624076,0.0,0.0
23097,541.356393856531,2,2,4,3,1,3,2,2.4335473895836657,0.05942404461451439,0.0,0.0
12026,597.239289512568,4,3,4,3,1,2,2,2.7405960571192476,0.07154944064796517,0.0,0.0
82005,40.792362901603205,1,1,2,1,1,1,5,1.5426023837764795,0.05981850799016055,0.0,0.0
72018,224.986570600868,1,3,5,2,1,2,4,2.287602521323818,0.08259117198784335,0.0,0.0
71070,648.387906871698,1,4,3,4,1,3,3,2.696710748550111,0.08150745633932059,0.0,0.0
71037,286.148171493445,3,3,3,2,1,2,4,2.5054426632414133,0.05572214455300338,0.0,0.0
11050,1323.26088928155,2,2,4,5,4,3,4,3.3874728634935956,0.07035502265517851,0.0,0.0
24055,602.840548934155,4,3,4,4,1,3,5,3.468054580941399,0.08001233410933543,0.0,0.0
62119,515.366886964282,2,2,3,3,1,3,5,2.6962500417504685,0.06503361977649308,0.0,0.0
56078,194.664489256123,1,3,4,2,3,3,5,2.7383546126865403,0.0701275044209942,0.0,0.0
31040,385.61106751077,4,4,4,3,1,2,3,2.9708554773870417,0.07447347727347424,0.0,0.0
24028,176.334685767536,2,2,5,2,1,3,3,2.4395547226708376,0.07243481927323417,0.0,0.0
63080,77.3098057309753,1,2,3,1,1,2,4,1.8160662015736495,0.057340714567446285,0.0,0.0
91013,54.1728293986622,3,2,2,1,1,1,4,1.9254709478815897,0.06256387592763273,0.0,0.0
51067,364.170247090287,3,2,4,3,1,2,3,2.5490756414961226,0.059668063995645663,0.0,0.0
23050,577.1797297011341,2,3,4,3,1,3,3,2.663806809851446,0.060575465091219895,0.0,0.0
13019,282.978990667564,3,3,4,2,1,2,3,2.472827164201266,0.058970730190270715,0.0,0.0
83028,100.345059336864,4,2,2,1,1,2,4,2.307682569496406,0.07706413579230956,0.0,0.0
73098,278.814736282225,2,2,4,2,1,3,4,2.4721702217109693,0.06280594620779707,0.0,0.0
73066,290.235802723848,1,2,4,2,1,3,3,2.165778496665679,0.0670179560404825,0.0,0.0
24054,161.213017718565,1,2,4,2,1,3,3,2.165778496665679,0.0670179560404825,0.0,0.0
92097,91.85703932199412,2,2,4,1,1,1,5,2.0140225310093003,0.07759146963338596,0.0,0.0
53020,493.102939030936,2,4,4,3,1,3,3,2.779022653555928,0.06462091681939726,0.0,0.0
21007,9174.11800194182,4,4,3,5,5,4,1,3.877542073381073,0.06419448489862126,0.0,0.0
13046,997.4101310400172,3,2,4,4,1,3,2,2.8163598590649968,0.06960262278566097,0.0,0.0
71034,726.061960207981,5,3,3,4,1,3,3,3.3468874987735564,0.08691097009458915,0.0,0.0
64025,176.27679353283702,2,1,5,2,1,1,5,2.1726990858273387,0.08772799763764592,0.0,0.0
46014,631.055679629338,4,4,5,4,1,3,2,3.3205677724790883,0.08357445052046228,0.0,0.0
41018,433.752906368694,3,4,4,3,1,3,2,2.8553272254745985,0.06256588545174685,0.0,0.0
25031,176.14894379920102,2,4,3,2,1,2,5,2.544353935027233,0.06687830011745063,0.0,0.0
13021,283.202317595526,2,3,4,2,1,2,3,2.2814790157192872,0.05509176105844234,0.0,0.0
