refnis,score_moyen_base,frequence_1ere_place_base,score_moyen_mod,frequence_1ere_place_mod,delta_score,delta_freq
52010,3.2236790733291603,0.0,3.1616628558960955,0.0,-0.062016217433064735,0.0
51019,2.222304998034335,0.0,1.931594453486097,0.0,-0.2907105445482381,0.0
42025,3.260826305597824,0.0,3.3205677724790883,0.0,0.05974146688126414,0.0
37012,2.668916318035224,0.0,2.478950669805791,0.0,-0.18996564822943274,0.0
25107,2.7573305379250383,0.0,2.587386065415453,0.0,-0.16994447250958533,0.0
24134,3.224265180214835,0.0,3.1617189505198846,0.0,-0.06254622969495038,0.0
12035,2.695690200134947,0.0,2.74011138177012,0.0,0.044421181635172946,0.0
83013,2.272893428565334,0.0,1.9940114176294936,0.0,-0.27888201093584053,0.0
82036,2.223113917157184,0.0,1.9312820452781208,0.0,-0.29183187187906334,0.0
62118,2.8813913725356013,0.0,2.855098863709652,0.0,-0.026292508825949135,0.0
58001,3.7221900078671286,0.0,3.6593787608738975,0.0,-0.06281124699323115,0.0
57096,3.5350938094579694,0.0,3.544647592518554,0.0,0.009553783060584742,0.0
44085,2.824811148003063,0.0,2.670587257946273,0.0,-0.15422389005679005,0.0
25105,3.1929117002038323,0.0,3.237967427814753,0.0,0.045055727610920915,0.0
64075,1.984446507987524,0.0,1.8657065129155417,0.0,-0.1187399950719823,0.0
64056,2.5700822279462003,0.0,2.471997954569838,0.0,-0.0980842733763625,0.0
64029,2.5700822279462003,0.0,2.471997954569838,0.0,-0.0980842733763625,0.0
11053,2.414866544924596,0.0,2.2819636910684267,0.0,-0.1329028538561694,0.0
93090,2.056669444813516,0.0,1.843042870358416,0.0,-0.21362657445510003,0.0
91064,2.066785091873376,0.0,1.7402463050041277,0.0,-0.3265387868692482,0.0
84029,1.7143817440199485,0.0,1.5364788781719514,0.0,-0.17790286584799708,0.0
63023,2.720815932572318,0.0,2.429310358463902,0.0,-0.2915055741084158,0.0
42003,2.793563259531473,0.0,2.746719562723793,0.0,-0.04684369680767997,0.0
37020,2.4826290387489034,0.0,2.3639070932424824,0.0,-0.11872194550642101,0.0
33039,2.1034518087957883,0.0,1.8989789544459603,0.0,-0.20447285434982798,0.0
32011,2.451381150277298,0.0,2.44003939801998,0.0,-0.011341752257318038,0.0
25122,2.103299697226103,0.0,1.898322011955684,0.0,-0.20497768527041882,0.0
25043,2.290067491858681,0.0,2.013537855660154,0.0,-0.2765296361985268,0.0
23081,2.8819774794212614,0.0,2.8551549583334688,0.0,-0.026822521087792595,0.0
23025,3.0377667178497,0.0,3.046907718991275,0.0,0.0091410011415749,0.0
13036,1.8862915648447025,0.0,1.8603561223186464,0.0,-0.025935442526056063,0.0
13014,2.1038267326026108,0.0,1.899267394104475,0.0,-0.20455933849813568,0.0
13012,2.5393613748511483,0.0,2.549075641496122,0.0,0.009714266644973879,0.0
82032,2.4667196394313837,0.0,2.231550264718896,0.0,-0.23516937471248767,0.0
72041,2.6013766364480686,0.0,2.3966387647999707,0.0,-0.20473787164809787,0.0
64015,2.072860727877348,0.0,1.9741419085252003,0.0,-0.09871881935214777,0.0
24059,2.9186441963436764,0.0,3.013887607775273,0.0,0.09524341143159676,0.0
61063,2.5700822279462003,0.0,2.471997954569838,0.0,-0.0980842733763625,0.0
57018,2.3575015819064213,0.0,2.095965933183328,0.0,-0.2615356487230933,0.0
45035,3.224265180214835,0.0,3.1617189505198846,0.0,-0.06254622969495038,0.0
23047,3.876748883335584,0.0,3.850382375073569,0.0,-0.02636650826201503,0.0
73001,3.25997086644474,0.0,3.320107065679451,0.0,0.06013619923471092,0.0
73032,2.881496964075014,0.0,2.8549826911922924,0.0,-0.026514272882721457,0.0
11035,2.3838414686901523,0.0,2.3577274930141363,0.0,-0.026113975676016032,0.0
91120,1.81258320719304,0.0,1.5426023837764795,0.0,-0.2699808234165604,0.0
91072,2.4659107203085626,0.0,2.23186267292689,0.0,-0.23404804738167284,0.0
91015,1.7818158340677008,0.0,1.6189069556951228,0.0,-0.16290887837257806,0.0
85034,1.9689120324768483,0.0,1.733638124050468,0.0,-0.2352739084263804,0.0
84050,1.6262959279067186,0.0,1.4275588072131566,0.0,-0.19873712069356197,0.0
61028,2.2280522302617403,0.0,2.165974732356323,0.0,-0.06207749790541728,0.0
51014,2.326734208781081,0.0,2.172270505101989,0.0,-0.15446370367909212,0.0
45065,2.2284271540685894,0.0,2.1662631720148195,0.0,-0.06216398205376983,0.0
41063,2.695209684788684,0.0,2.739939114628959,0.0,0.044729429840274726,0.0
24014,3.162144327078491,0.0,3.3142719997334096,0.0,0.15212767265491856,0.0
23002,2.6955846085955346,0.0,2.740227554287483,0.0,0.04464294569194838,0.0
62051,3.535422213234525,0.0,3.544162917169433,0.0,0.008740703934907668,0.0
57062,2.482148523402653,0.0,2.3637348261013043,0.0,-0.11841369730134854,0.0
33016,1.8553720801496771,0.0,1.9360037517470177,0.0,0.08063167159734053,0.0
23101,2.969957703995092,0.0,2.964191201809593,0.0,-0.005766502185498901,0.0
21011,3.7464471134940793,0.0,4.144537851291391,0.0,0.3980907377973115,0.0
63046,2.435694563196962,0.0,2.307314066664636,0.0,-0.1283804965323263,0.0
61024,2.0257499601184907,0.0,1.9186904997867744,0.0,-0.10705946033171632,0.0
52055,3.037016870235998,0.0,3.046330839674278,0.0,0.009313969438280001,0.0
51017,2.4460679133659147,0.0,2.205058271283262,0.0,-0.24100964208265285,0.0
46021,3.0378723093890927,0.0,3.046791546473923,0.0,0.008919237084830112,0.0
45060,1.974225269388257,0.0,1.968619250787168,0.0,-0.005606018601088891,0.0
41081,3.006730012456913,0.0,3.1228076787340786,0.0,0.11607766627716565,0.0
35014,2.2958612441163253,0.0,2.2486912495379934,0.0,-0.04716999457833193,0.0
32030,1.6427914341099008,0.0,1.559971730360522,0.0,-0.08281970374937875,0.0
23060,3.0740585109652594,0.0,3.2053519287746104,0.0,0.131293417809351,0.0
23039,3.0740585109652594,0.0,3.2053519287746104,0.0,0.131293417809351,0.0
13016,3.067830763391603,0.0,2.970799382763257,0.0,-0.09703138062834604,0.0
63086,2.211708835628232,0.0,2.0342187516992416,0.0,-0.17749008392899057,0.0
62121,2.9641639517374294,0.0,2.7290378079317583,0.0,-0.2351261438056711,0.0
64076,2.32625369343482,0.0,2.172098237960855,0.0,-0.15415545547396503,0.0
91034,2.280432360145071,0.0,2.1165066881555754,0.0,-0.16392567198949548,0.0
91030,2.53415372947915,0.0,2.313978342242082,0.0,-0.22017538723706798,0.0
91005,2.466239124085144,0.0,2.231377997577767,0.0,-0.234861126507377,0.0
61068,2.5700822279462003,0.0,2.471997954569838,0.0,-0.0980842733763625,0.0
55040,2.75748264949472,0.0,2.5880430079057373,0.0,-0.16943964158898295,0.0
52048,3.088330377887412,0.0,2.9966344337085866,0.0,-0.09169594417882543,0.0
52021,3.192536776396978,0.0,3.237678988156268,0.0,0.04514221175929034,0.0
51069,2.881754667184113,0.0,2.8555234611652205,0.0,-0.026231206018892728,0.0
51004,3.254809741103017,0.0,3.085782881433026,0.0,-0.16902685966999087,0.0
44045,1.9537256548924584,0.0,1.9427841998418331,0.0,-0.01094145505062527,0.0
44043,3.224159588675421,0.0,3.1618351230372377,0.0,-0.06232446563818339,0.0
42010,2.949411569469027,0.0,2.9375830358566213,0.0,-0.011828533612405767,0.0
37002,2.264179360328756,0.0,2.325424402181992,0.0,0.06124504185323598,0.0
25123,2.881602555614428,0.0,2.854866518674944,0.0,-0.02673603693948401,0.0
63088,2.591214469357949,0.0,2.498662215146624,0.0,-0.09255225421132485,0.0
58003,2.445587398019655,0.0,2.2048860041421414,0.0,-0.24070139387751377,0.0
57093,2.227946638722325,0.0,2.1660909048736667,0.0,-0.06185573384865828,0.0
56051,2.036346122524612,0.0,1.8160662015736493,0.0,-0.2202799209509625,0.0
44064,3.2545520379939243,0.0,3.085242111460107,0.0,-0.16930992653381738,0.0
44048,2.979850538817787,0.0,2.8617631392871137,0.0,-0.11808739953067349,0.0
43014,2.1404469294947552,0.0,2.057226928538668,0.0,-0.08322000095608706,0.0
34025,2.6072759802451464,0.0,2.631675986160465,0.0,0.024400005915318435,0.0
31004,3.694906051505378,0.0,3.8531140394041503,0.0,0.1582079878987721,0.0
64063,2.948556130315924,0.0,2.937122329056995,0.0,-0.011433801258928789,0.0
23102,3.162038735539069,0.0,3.31438817225077,0.0,0.1523494367117011,0.0
13029,2.881649075644698,0.0,2.855639633682581,0.0,-0.026009441962116853,0.0
72043,3.037168981805684,0.0,3.0469877821645523,0.0,0.009818800358868174,0.0
11039,2.7207103410329,0.0,2.429426530981254,0.0,-0.29128381005164616,0.0
11025,2.9752709409064995,0.0,3.199172328546292,0.0,0.2239013876397924,0.0
11016,2.6948812810121305,0.0,2.7404237899781143,0.0,0.045542508965983775,0.0
62009,2.55421934865896,0.0,2.3404142410539004,0.0,-0.21380510760505977,0.0
53082,3.094452533921644,0.0,3.231303152237292,0.0,0.13685061831564793,0.0
45061,2.072098328784774,0.0,1.9752274317408327,0.0,-0.09687089704394136,0.0
42004,2.850881702519352,0.0,2.931944205601237,0.0,0.08106250308188523,0.0
36012,2.638043353370484,0.0,2.5553714142418107,0.0,-0.08267193912867343,0.0
32006,2.1400129341787792,0.0,2.057827776405156,0.0,-0.08218515777362345,0.0
31042,1.984118104210952,0.0,1.866191188264677,0.0,-0.11792691594627502,0.0
11057,2.3838414686901523,0.0,2.3577274930141363,0.0,-0.026113975676016032,0.0
73109,2.2802802485753784,0.0,2.115849745665287,0.0,-0.1644305029100912,0.0
24062,4.338370288713987,0.0,4.18973413344132,0.0,-0.14863615527266738,0.0
45041,2.752422536237176,0.0,2.92527993002377,0.0,0.17285739378659404,0.0
36011,2.7932348557549047,0.0,2.7472042380729103,0.0,-0.04603061768199446,0.0
21008,3.378865197435008,0.0,3.8067653770332495,0.0,0.42790017959824134,0.0
71066,2.3838414686901523,0.0,2.3577274930141363,0.0,-0.026113975676016032,0.0
11040,3.1566199070882464,0.0,3.0795232180314267,0.0,-0.07709668905681966,0.0
62032,3.394537468644225,0.0,3.144521871077015,0.0,-0.2500155975672098,0.0
61039,2.279365737913161,0.0,2.1162783263906566,0.0,-0.1630874115225045,0.0
51065,2.4460679133659147,0.0,2.205058271283262,0.0,-0.24100964208265285,0.0
37010,2.451275558737903,0.0,2.440155570537336,0.0,-0.011119988200567033,0.0
37007,2.606795464898883,0.0,2.6315037190193054,0.0,0.024708254120422435,0.0
35002,3.259409530052315,0.0,3.4327412204817023,0.0,0.17333169042938712,0.0
25005,2.570562743292466,0.0,2.4721702217109693,0.0,-0.0983925215814967,0.0
24135,2.6903769632235446,0.0,2.505130255033422,0.0,-0.1852467081901228,0.0
24009,2.628256110087189,0.0,2.65768330424694,0.0,0.029427194159751036,0.0
21003,3.34699308128228,0.0,3.6534061587177855,0.0,0.3064130774355056,0.0
13017,2.570714854862139,0.0,2.472827164201266,0.0,-0.097887690660873,0.0
12009,3.00662442091751,0.0,3.122923851251418,0.0,0.11629943033390777,0.0
11001,3.565380667237041,0.0,3.468170753458753,0.0,-0.09720991377828803,0.0
92094,3.431579109373483,0.0,3.303542960177351,0.0,-0.1280361491961317,0.0
63040,2.746523192440101,0.0,2.690242708663307,0.0,-0.056280483776793844,0.0
61081,2.191385513339331,0.0,2.007242082914481,0.0,-0.18414343042485015,0.0
61019,2.056517333243822,0.0,1.8423859278681236,0.0,-0.2141314053756982,0.0
57003,2.5031286532447066,0.0,2.389742144187814,0.0,-0.1133865090568924,0.0
43018,2.540064702434546,0.0,2.5488794058055104,0.0,0.008814703370964239,0.0
25110,3.9960825879204087,0.0,3.883170141254895,0.0,-0.11291244666551359,0.0
11023,2.8141093940575432,0.0,2.773327728676759,0.0,-0.040781665380784204,0.0
11013,3.1623671393156494,0.0,3.313903496901629,0.0,0.1515363575859796,0.0
11005,3.287119672351288,0.0,3.581556217302293,0.0,0.2944365449510049,0.0
93056,2.3781533079719104,0.0,2.12245792661896,0.0,-0.25569538135295033,0.0
91059,2.005098234053005,0.0,1.892198506351154,0.0,-0.11289972770185086,0.0
62026,2.648052396999584,0.0,2.6837145908829108,0.0,0.03566219388332659,0.0
56044,2.5996905286351275,0.0,2.50840760062674,0.0,-0.09128292800838755,0.0
44052,2.19755418940383,0.0,2.242683916450825,0.0,0.045129727046994805,0.0
43010,2.9491887572318505,0.0,2.937951538688404,0.0,-0.011237218543446392,0.0
34003,2.109468373290589,0.0,2.133763845492026,0.0,0.02429547220143702,0.0
33021,2.4518616656235634,0.0,2.4402116651611223,0.0,-0.011650000462441135,0.0
23100,3.280739813207977,0.0,3.346346728800621,0.0,0.06560691559264376,0.0
23032,2.3839470602295605,0.0,2.357611320496797,0.0,-0.026335739732763486,0.0
23023,2.384275464006143,0.0,2.357126645147668,0.0,-0.0271488188584752,0.0
12029,2.7264575732602947,0.0,2.663806809851446,0.0,-0.06265076340884868,0.0
83012,2.4667196394313837,0.0,2.231550264718896,0.0,-0.23516937471248767,0.0
53068,2.5393613748511483,0.0,2.549075641496122,0.0,0.009714266644973879,0.0
46024,2.3838414686901523,0.0,2.3577274930141363,0.0,-0.026113975676016032,0.0
24033,3.006730012456913,0.0,3.1228076787340786,0.0,0.11607766627716565,0.0
24020,3.037977900928514,0.0,3.0466753739565835,0.0,0.008697473028069336,0.0
23105,2.6643367201239387,0.0,2.8163598590649968,0.0,0.152023138941058,0.0
63072,2.777653860213951,0.0,2.614362734200212,0.0,-0.16329112601373907,0.0
11044,2.9185386048042647,0.0,3.014003780292628,0.0,0.09546517548836331,0.0
92006,2.222304998034335,0.0,1.931594453486097,0.0,-0.2907105445482381,0.0
91143,1.7456296324915477,0.0,1.4603465733944412,0.0,-0.2852830590971065,0.0
85046,2.3783054195416025,0.0,2.123114869109229,0.0,-0.25519055043237326,0.0
84016,1.7143817440199485,0.0,1.5364788781719514,0.0,-0.17790286584799708,0.0
63020,2.840731164587564,0.0,3.033831498150806,0.0,0.1931003335632422,0.0
51009,2.75700213414847,0.0,2.5878707407646075,0.0,-0.16913139338386252,0.0
43002,2.3271091325879287,0.0,2.1725589447604943,0.0,-0.15455018782743446,0.0
23097,2.353402499341396,0.0,2.4335473895836657,0.0,0.0801448902422699,0.0
12026,2.695361796358385,0.0,2.740596057119248,0.0,0.0452342607608629,0.0
82005,1.81258320719304,0.0,1.5426023837764795,0.0,-0.2699808234165604,0.0
72018,2.513396411874245,0.0,2.287602521323818,0.0,-0.2257938905504271,0.0
71070,2.8456856863057056,0.0,2.696710748550111,0.0,-0.14897493775559445,0.0
71037,2.6895680441006986,0.0,2.5054426632414133,0.0,-0.18412538085928531,0.0
11050,3.3149906030968945,0.0,3.387472863493596,0.0,0.07248226039670147,0.0
24055,3.5654862587764637,0.0,3.468054580941399,0.0,-0.09743167783506479,0.0
62119,2.844830247152597,0.0,2.6962500417504685,0.0,-0.14858020540212857,0.0
56078,2.9735545216768613,0.0,2.7383546126865403,0.0,-0.23519990899032095,0.0
31040,3.0684168702772685,0.0,2.9708554773870417,0.0,-0.0975613928902268,0.0
24028,2.4517095540539,0.0,2.4395547226708376,0.0,-0.01215483138306217,0.0
63080,2.036346122524612,0.0,1.8160662015736493,0.0,-0.2202799209509625,0.0
91013,2.1241035348612654,0.0,1.9254709478815897,0.0,-0.19863258697967567,0.0
51067,2.5393613748511483,0.0,2.549075641496122,0.0,0.009714266644973879,0.0
23050,2.7264575732602947,0.0,2.663806809851446,0.0,-0.06265076340884868,0.0
13019,2.570714854862139,0.0,2.472827164201266,0.0,-0.097887690660873,0.0
83028,2.4354717509597967,0.0,2.307682569496406,0.0,-0.1277891814633909,0.0
73098,2.570562743292466,0.0,2.4721702217109693,0.0,-0.0983925215814967,0.0
73066,2.2287555578451586,0.0,2.165778496665679,0.0,-0.06297706117947977,0.0
24054,2.2287555578451586,0.0,2.165778496665679,0.0,-0.06297706117947977,0.0
92097,2.289739088082098,0.0,2.0140225310093003,0.0,-0.27571655707279774,0.0
53020,2.9132253678928746,0.0,2.779022653555928,0.0,-0.13420271433694664,0.0
21007,3.621846692028093,0.0,3.877542073381073,0.0,0.25569538135297964,0.0
13046,2.6643367201239387,0.0,2.8163598590649968,0.0,0.152023138941058,0.0
71034,3.2809975163170573,0.0,3.3468874987735564,0.0,0.06588998245649913,0.0
64025,2.325819698118851,0.0,2.1726990858273387,0.0,-0.15312061229151208,0.0
46014,3.260826305597824,0.0,3.3205677724790883,0.0,0.05974146688126414,0.0
41018,2.882457994767514,0.0,2.8553272254745985,0.0,-0.02713076929291569,0.0
25031,2.9071032118586406,0.0,2.544353935027233,0.0,-0.36274927683140756,0.0
13021,2.4151949487011697,0.0,2.2814790157192872,0.0,-0.13371593298188245,0.0
63004,2.222304998034335,0.0,1.931594453486097,0.0,-0.2907105445482381,0.0
61003,2.902148690140494,0.0,2.8814746846279284,0.0,-0.020674005512565596,0.0
57095,2.259300118733333,0.0,2.0898424275788106,0.0,-0.16945769115452247,0.0
45059,2.384275464006143,0.0,2.357126645147668,0.0,-0.0271488188584752,0.0
44073,1.8853087846151733,0.0,1.9719287224547788,0.0,0.08661993783960553,0.0
38008,2.947924093256037,0.0,3.050781929181292,0.0,0.10285783592525499,0.0
34023,2.8871851247932545,0.0,3.090252257587509,0.0,0.2030671327942546,0.0
24041,2.010891986310672,0.0,2.1273519002289967,0.0,0.11645991391832489,0.0
24038,3.00662442091751,0.0,3.122923851251418,0.0,0.11629943033390777,0.0
23098,3.5648240729447416,0.0,3.922293628945716,0.0,0.35746955600097463,0.0
72039,2.4150893571617558,0.0,2.2815951882366456,0.0,-0.13349416892511012,0.0
11029,3.752072382923596,0.0,4.037681739791349,0.0,0.28560935686775313,0.0
91141,2.36793206937264,0.0,2.225370664490585,0.0,-0.1425614048820547,0.0
84033,2.155679827109435,0.0,1.8488539677549427,0.0,-0.30682585935449214,0.0
83044,1.8702300539575,0.0,1.7273423513047963,0.0,-0.14288770265270379,0.0
61080,2.591214469357949,0.0,2.498662215146624,0.0,-0.09255225421132485,0.0
41024,2.508816813962941,0.0,2.625011710583017,0.0,0.1161948966200761,0.0
23096,2.5398418901973856,0.0,2.5492479086372737,0.0,0.009406018439888086,0.0
23045,2.7627958864061264,0.0,2.823024134642436,0.0,0.06022824823630968,0.0
21010,3.964134392821655,0.0,4.184106065567504,0.0,0.2199716727458494,0.0
72004,2.63273011645906,0.0,2.3203902875051154,0.0,-0.31233982895394474,0.0
61010,2.445587398019655,0.0,2.2048860041421414,0.0,-0.24070139387751377,0.0
57081,3.59732025413373,0.0,3.3919783707876885,0.0,-0.20534188334604142,0.0
57072,2.637996833340206,0.0,2.554598299234158,0.0,-0.08339853410604814,0.0
44083,3.011578942635628,0.0,2.785803101650751,0.0,-0.2257758409848769,0.0
44040,3.347600937704964,0.0,3.5415451189231586,0.0,0.1939441812181948,0.0
13037,2.042139874782261,0.0,2.051219595451482,0.0,0.009079720669221025,0.0
13006,2.3838414686901523,0.0,2.3577274930141363,0.0,-0.026113975676016032,0.0
92003,2.9333965786120912,0.0,2.8053423798504094,0.0,-0.1280541987616819,0.0
83055,2.273221832341916,0.0,1.993526742280352,0.0,-0.27969509006156423,0.0
62027,2.6894159325310367,0.0,2.5047857207511472,0.0,-0.18463021177988947,0.0
61043,2.5335676225934955,0.0,2.3139222476182866,0.0,-0.21964537497520897,0.0
56022,3.068370350247012,0.0,2.9700823623794235,0.0,-0.09828798786758863,0.0
55035,2.7877695072738,0.0,2.5115661688459507,0.0,-0.27620333842784905,0.0
53053,3.783501941880638,0.0,3.50713811986837,0.0,-0.27636382201226795,0.0
44021,3.938840177556162,0.0,4.152897583495816,0.0,0.21405740593965428,0.0
33040,1.9532451395462056,0.0,1.9426119327006808,0.0,-0.010633206845524823,0.0
23027,3.467765310949646,0.0,3.462103342478034,0.0,-0.0056619684716121554,0.0
13001,2.1033462172563686,0.0,1.8990951269633232,0.0,-0.20425109029304545,0.0
82009,1.931916911777863,0.0,1.5753901499577738,0.0,-0.35652676182008913,0.0
71020,2.571043258638728,0.0,2.4723424888521173,0.0,-0.09870076978661091,0.0
92087,2.222633401810932,0.0,1.9311097781369724,0.0,-0.2915236236739598,0.0
57097,2.637668429563637,0.0,2.5550829745833004,0.0,-0.08258545498033643,0.0
44012,3.0740585109652594,0.0,3.2053519287746104,0.0,0.131293417809351,0.0
31033,3.104603071853421,0.0,3.129415859687732,0.0,0.024812787834310956,0.0
25084,2.2591945271939227,0.0,2.089958600096161,0.0,-0.1692359270977617,0.0
24045,2.286074000833054,0.0,2.351003139543131,0.0,0.064929138710077,0.0
21019,3.901692945287479,0.0,3.9939926669128343,0.0,0.09229972162535516,0.0
13023,2.042139874782261,0.0,2.051219595451482,0.0,0.009079720669221025,0.0
91114,2.496656343896904,0.0,2.267475235426649,0.0,-0.22918110847025508,0.0
85039,2.377824904195331,0.0,2.1229426019681017,0.0,-0.2548823022272293,0.0
85011,1.7456296324915477,0.0,1.4603465733944412,0.0,-0.2852830590971065,0.0
84035,1.8130637225392936,0.0,1.5427746509176294,0.0,-0.27028907162166416,0.0
84010,1.7456296324915477,0.0,1.4603465733944412,0.0,-0.2852830590971065,0.0
63049,2.088245737061674,0.0,1.7664258902317684,0.0,-0.3218198468299056,0.0
62060,2.9123699287397704,0.0,2.7785619467562994,0.0,-0.133807981983471,0.0
