simulation,pass_km_total_Mkm
360,70953.4584799576
361,70844.79103528443
362,70045.5801471243
363,70638.86285907467
364,71142.14740190106
365,71997.40168264817
366,70357.15494483097
367,70597.61143751233
368,70423.23835339407
369,71015.30489351122
370,71750.41896140811
371,72281.10556691761
372,70546.22786630988
373,71250.83659195546
374,70855.58465836105
375,69914.0500233617
376,69272.22507078922
377,72351.1709383585
378,68813.36221244256
379,72164.4239555023
380,71087.42245561576
381,72508.02842552871
382,70830.74140084122
383,70283.86788244153
384,71292.37023635217
385,70465.61035537042
386,71633.8279380861
387,72749.1410648183
388,71820.19347252903
389,69023.5322128634
390,70293.51450931176
391,69780.03977165336
392,69599.9381036066
393,70607.463670051
394,70116.95577592844
395,71408.87967890584
396,71426.07416468387
397,69933.65859103044
398,71227.45666218842
399,70974.19370523974
400,70693.021857247
401,70345.1646774833
402,69862.84014806827
403,71080.31007745449
404,70955.79506030059
405,70507.57049684209
406,69535.61554030259
407,71711.4272528852
408,71241.2726280518
409,71969.92677008435
410,71860.05702234824
411,70778.30433508396
412,72576.9617288171
413,70383.20485909062
414,70070.18312263733
415,69618.48036273694
416,71483.94590649153
417,69608.23430212378
418,71173.95661298142
419,70829.80875419315
420,70311.29386123395
421,71263.14090210866
422,70421.77130583282
423,71750.7415070892
424,70082.24447195583
425,70716.09028405795
426,69923.43416953062
427,71622.65431020928
428,71952.83949152245
429,71337.30151266184
430,68274.78455381653
431,69676.96429065234
432,71416.18007039692
433,70551.41697336135
434,72262.19358538401
435,71659.76136862363
436,70171.98678370996
437,71820.95856884854
438,72378.70187910716
439,69740.05471308481
440,69380.20538347363
441,70308.76061307192
442,70528.70950300428
443,69778.44463297757
444,69944.39707313495
445,70427.85803462195
446,70639.53876974276
447,71060.73239160403
448,70878.1187282658
449,71963.01115101346
450,71017.48520908912
451,68928.06485415174
452,70056.168743466
453,72633.5155570288
454,71612.47841762433
455,71683.51922908297
456,71485.52891120674
457,69472.59221703124
458,71407.65059272044
459,69122.11006553502
460,70879.75276324044
461,71266.5266749555
462,71150.47233453463
463,71555.51434316572
464,70239.12624621179
465,69682.39292309232
466,71249.00038333211
467,71520.74451422274
468,72024.67999653259
469,71686.72824503807
470,70187.3090847437
471,69785.1832487714
472,70937.58551107056
473,72637.65491404514
474,71655.42075975287
475,70959.17954909592
476,71772.6715229042
477,69181.12613309911
478,70505.25632378437
479,72140.47519284453
480,70033.34439911327
481,70324.2389254364
482,69406.01998031001
483,70068.6608357684
484,68984.984352811
485,71375.62693540553
486,70583.60344319082
487,71320.61386238324
488,69880.92123508823
489,72343.80004917554
490,69196.90312155102
491,69550.85349476773
492,70958.85873260272
493,71292.00792682654
494,71071.39625341885
495,70636.19369634001
496,70325.0437338394
497,72906.14017907712
498,70691.73544606558
499,69831.27371935015
500,71273.21408212486
501,71628.21586156584
502,72221.84354159684
503,71946.37860864164
504,69960.05828229048
505,72829.9377181134
506,69451.7217058454
507,69825.7760207936
508,70733.56779416495
509,70238.15227142362
510,69356.09322083177
511,70106.25592316578
512,70171.37249742454
513,71762.65739210817
514,70492.57506007461
515,70949.1123913193
516,71008.53886471056
517,70534.3848908237
518,70889.44252903089
519,72535.24738975309
520,70342.89417197138
521,70432.61150400243
522,71193.40209856945
523,70282.66402122292
524,71492.11602497699
525,70792.31449419714
526,71759.83256543761
527,68520.57129435323
528,70597.24937272939
529,72353.27985410474
530,71433.54536018395
531,70375.14341391748
532,70869.86673103683
533,71290.00625079915
534,70704.18704748142
535,72428.91276108683
536,71240.57435064619
537,70917.78537223008
538,70459.2508710991
539,71167.28469312847
540,70457.24366550262
541,69597.05273851944
542,72364.8439851761
543,71798.29810461949
544,70299.50588797795
545,71204.02519285877
546,71689.97723281744
547,70909.51929019665
548,71367.19962205592
549,71316.23964111578
550,71798.67482321599
551,69545.520481916
552,70723.62849860717
553,71660.69279900152
554,70077.53819350626
555,69093.66971624011
556,69834.74667111368
557,71776.39826620529
558,72175.53432391748
559,70276.07644515503
560,71036.4821196065
561,70551.69182653878
562,70409.45225001588
563,72177.67602451434
564,71570.78290544482
565,71123.42382717141
566,70050.62530026672
567,71100.61220915448
568,70406.87939894242
569,71352.00788248102
570,69026.76672448686
571,70658.8119409683
572,70214.874961833
573,73098.70328421869
574,70873.62496813583
575,72159.19147957186
576,72176.24945221143
577,71352.00801799285
578,72213.61926162284
579,71160.90499374685
580,70129.42874558999
581,71915.90506730706
582,69870.18605838784
583,70221.54978325439
584,70003.73650867447
585,69861.74507134112
586,70288.80363665457
587,71622.58612640515
588,70329.04437419283
589,71063.71192188821
590,69201.66261170579
591,71422.1611408863
592,71486.06935877546
593,71936.72267948175
594,70423.71597392413
595,70385.64834042288
596,70949.75108485583
597,72179.24422969614
598,71813.50631228015
599,69857.50355007977
600,70986.63582756801
601,69697.75555123636
602,70585.41353894788
603,70950.7489151173
604,68941.57397822669
605,70819.02587080837
606,70304.03691244975
607,71923.06935209791
608,69503.1546937234
609,70713.29612977644
610,72064.052291369
611,70093.24830285681
612,71353.66152263571
613,69423.44954363335
614,71919.30523875245
615,69899.9341758493
616,72065.12978875592
617,71780.80457046436
618,71366.81021615703
619,71434.86936672208
620,72207.171907622
621,70530.03866904968
622,70684.51129263916
623,71500.99421805296
624,70213.75664174647
625,70144.85393943559
626,70800.45333928354
627,72464.94277815073
628,70678.02267394372
629,71195.94723625087
630,70225.51664334697
631,70083.95134055085
632,71469.04675436599
633,69323.43832970917
634,69258.44024866374
635,69603.50440202252
636,71667.77241717045
637,72746.29731286634
638,70344.8504693881
639,71528.66495299131
640,71251.22517336752
641,71586.03356649516
642,71021.748637134
643,71977.48519265951
644,70385.749631695
645,70723.9954947578
646,70546.7491758131
647,70898.22615452379
648,69466.749914164
649,68683.84898296774
650,69594.6127385861
651,70745.54113141427
652,70373.88172185462
653,70553.5253220308
654,70495.33503031699
655,70532.32985290336
656,69966.51838217366
657,69261.0300212207
658,70887.5034612065
659,71214.93533197565
660,71215.84231472811
661,69757.84289899732
662,70004.37416250959
663,71560.7916969289
664,72002.7268388483
665,71327.13794273988
666,70519.58484824894
667,72029.92901115527
668,70917.89670398606
669,72011.02914950518
670,70589.43220903323
671,69908.32398161944
672,70951.73152639053
673,71626.20274431177
674,71798.09743372488
675,69872.8003027791
676,70236.03618977011
677,70913.29301952684
678,71926.21165446112
679,72311.94901745887
680,71031.3824740227
681,71094.3796994818
682,70225.08281877746
683,69692.47181279575
684,71412.25429293582
685,71628.83251554988
686,70200.4902603518
687,69617.55615476782
688,72281.23245101068
689,71629.22576232138
690,70526.43137343456
691,69533.15032824951
692,72529.31876457005
693,72315.66923681802
694,70463.89889617093
695,72838.80394768466
696,72032.63389302752
697,69687.46404896896
698,70053.11722994248
699,71498.94932042439
700,71612.56033846052
701,70626.63832117681
702,70442.72199340894
703,70390.30723308996
704,69760.84671357926
705,71113.85056510904
706,68887.99671222863
707,71270.23198522758
708,71083.95505317212
709,71506.16386245804
710,68952.9837055118
711,70152.99685005377
712,70129.83082078381
713,69911.23027764175
714,70412.4878256879
715,70716.4238940629
716,71386.27815839686
717,71150.65680933658
718,71567.48139534869
719,72070.72197650143
720,71414.31613080578
721,72374.12555674887
722,70724.48455391696
723,71325.71786042578
724,69181.15109990246
725,70048.42252621001
726,72766.63663275793
727,71059.79703351286
728,70235.8002055931
729,71317.97364036135
730,70173.27969704563
731,72168.6165852324
732,70785.65175788452
733,70209.68324743015
734,70247.10096121894
735,70065.09821959057
736,71064.914754314
737,71100.15012592246
738,69938.76869640185
739,69070.42355552975
740,70986.59952575053
741,70532.08135682075
742,72037.36454340462
743,71672.03176878011
744,69643.45240947799
745,71824.2556980354
746,70341.15099662894
747,71987.34936349223
748,71259.63765560708
749,71007.02088268986
750,71568.71814572366
751,71330.32334963878
752,70450.81899017615
753,69523.50492046752
754,69275.26982895641
755,69944.04595981094
756,70268.07950864776
757,69287.29150791916
758,70514.95982204983
759,70009.20061829477
760,72124.45727169338
761,71042.68724888281
762,70121.39849353174
763,71958.79012188812
764,70975.23873910401
765,71046.92264842089
766,68843.0424580715
767,71533.18974430262
768,70866.77112417352
769,71091.15461776746
770,71356.82494154802
771,71250.97441052076
772,72679.10516455314
773,70642.1093642537
774,70753.89835960891
775,70457.71786389574
776,71879.5617108137
777,71395.57017321953
778,69998.46451546904
779,70429.04011468896
780,72115.84642007874
781,71867.33938835045
782,70393.03877073206
783,71010.25072101715
784,69930.16741670338
785,70665.53937250627
786,72505.2336849797
787,71192.39378148105
788,70340.26485841942
789,70446.32974540487
790,69626.50582036687
791,69680.00261067218
792,71691.96517660821
793,69724.00491876902
794,69954.3860091023
795,71050.28479925485
796,71229.3473103597
797,71237.16860165544
798,71390.84473053606
799,70940.74893802073
800,70000.62776729556
801,70844.09352509474
802,72954.58776715513
803,70225.94838011244
804,71952.50611216185
805,70329.10420848193
806,69894.76360236095
807,71016.06589159252
808,73018.14059450972
809,72127.45136115034
810,72423.52659249834
811,70176.78583413077
812,71179.87147454743
813,71337.52131982349
814,69670.23788198545
815,70849.61560722606
816,70602.66472801745
817,72213.60100771792
818,71434.37164127201
819,71331.87907887532
820,71507.56856642461
821,71621.04196971159
822,70876.5815695618
823,71555.71289521524
824,70561.03233422329
825,70177.01501918594
826,71390.28024447014
827,72396.72678025842
828,70255.10008473742
829,70371.51410966864
830,71969.22364622324
831,70371.80206031361
832,71075.43836068906
833,70471.63878610397
834,70682.94289403998
835,69752.90644785059
836,70386.0867819136
837,71961.79225603548
838,71332.65790619417
839,70764.83800285266
840,70920.18911033338
841,71318.81139577829
842,71557.17573827993
843,69656.94130335162
844,69244.16741159222
845,70653.5012419443
846,69618.51022620389
847,71591.49216330792
848,71263.05967229432
849,71559.4348632774
850,69767.655779803
851,70661.30780295095
852,71354.95644658078
853,71333.7680948908
854,69983.55443679461
855,72138.6111648457
856,70656.47219489906
857,72255.76925761964
858,68986.73476168569
859,71640.11877010584
860,70648.8772744414
861,72020.80017104617
862,69906.48454490611
863,69808.60447557986
864,69580.10500740027
865,70163.84975884912
866,69868.23409705008
867,69641.75921857657
868,71746.94449053942
869,71428.95185850313
870,72331.46169825259
871,70186.7554099532
872,70078.65200347244
873,72050.14306864598
874,71729.09216785488
875,70845.30599807709
876,70282.42101433339
877,70478.20271875073
878,70420.30372500837
879,70352.96019718307
880,70624.2507897585
881,69725.45546121155
882,72228.55334277701
883,71017.2884080011
884,72209.4367595011
885,69544.23665375142
886,72519.15509397085
887,70502.37181065087
888,71713.651619557
889,68641.91375198841
890,71211.86747504023
891,70400.62255482012
892,71573.43948266267
893,69698.36646097418
894,68899.0754813376
895,72291.19681394969
896,69927.00762935542
897,70966.82585604611
898,71030.96648453346
899,69974.5730274849
900,70848.799659301
901,71004.18367456677
902,71949.43266178621
903,69924.6220440688
904,69799.54040377981
905,70658.9824155084
906,70806.41443415756
907,71362.25862331771
908,71012.26137196572
909,71907.7185124597
910,71621.3797971165
911,70788.17122676736
912,69804.04041704639
913,70889.57504578146
914,71907.69026722034
915,71235.06050103741
916,70073.64151046376
917,71026.49448997415
918,69950.85755213068
919,71993.61746862471
920,69829.29744003253
921,71290.49773796939
922,71097.89858456567
923,70153.77442886062
924,71440.25700042724
925,69471.89362406949
926,70247.73275273886
927,72170.40933540133
928,70516.24636628211
929,71048.99464318424
930,70918.56201609805
931,69430.91364497729
932,71331.26519918126
933,70333.53598485961
934,71420.54806913604
935,70320.3748318674
936,72078.48391225333
937,71186.95836590616
938,72666.5094483019
939,70462.14931455505
940,69261.53275818042
941,70950.25649852758
942,70813.64563556373
943,72161.7663291128
944,70341.13736578211
945,70885.67602856146
946,69879.53025741693
947,71966.08346254197
948,69966.10211886324
949,70379.34016184359
950,70183.39558373456
951,68898.64978022789
952,71203.08302605868
953,70449.42595887122
954,69379.70596687325
955,69787.35758993661
956,71081.17790417404
957,71992.31528642474
958,70614.77035711426
959,69378.70621649764
960,70409.26909604215
961,72286.27807061384
962,70908.6783869214
963,71458.2292020893
964,71011.51942307739
965,71798.30139726218
966,69401.838482479
967,70079.35645736853
968,70633.83088583185
969,69505.99277418233
970,72203.83294066075
971,70224.01526524704
972,69478.48497263796
973,71229.65745807321
974,72348.56506028626
975,71419.24375157456
976,69145.69275888873
977,70181.11884448593
978,71360.33772277241
979,69972.68370348588
980,69480.22434903822
981,71620.13498427565
982,70680.90226827878
983,70925.49669575162
984,70827.88747429337
985,71588.57526142111
986,69476.09552410909
987,70120.45780842096
988,71799.57761724782
989,70505.7264169837
990,70772.0060808046
991,70654.7397665361
992,69775.46707264386
993,72616.04333924736
994,72176.95142593622
995,70752.72954890467
996,71694.47225378134
997,70985.86506572634
998,69581.83052604111
999,72466.99423580518
1000,71616.60377037869
1001,70479.92935602681
1002,69984.42609329469
1003,70077.71807332827
1004,71516.48124849744
1005,70850.54643339598
1006,70627.42384607074
1007,71040.5154429014
1008,69651.47477027484
1009,71936.25990608432
1010,72081.29375108577
1011,69412.26850161205
1012,72541.93311294535
1013,70696.21250133133
1014,72480.65545280074
1015,69119.95608713462
1016,70060.52199851125
1017,70826.8881740975
1018,71296.32073471829
1019,70601.59753896382
1020,69533.52292074331
1021,70591.08365723572
1022,71239.72555348514
1023,71714.87159056899
1024,70008.99709610586
1025,69218.071206202
1026,71990.33177002589
1027,70480.1941145592
1028,68517.13011227758
1029,73161.4609997758
1030,72250.31433928103
1031,70785.17772254991
1032,70821.95685022158
1033,71022.57993430478
1034,71269.2858818056
1035,70294.28931221842
1036,70147.61757999222
1037,72076.66180486325
1038,70467.75028303867
1039,70518.79209672632
1040,69934.93172204806
1041,71726.84472423293
1042,69365.16451831661
1043,70307.43376218934
1044,70789.48637287646
1045,70916.16882089694
1046,71080.82793684183
1047,71037.57263119316
1048,70373.47362339236
1049,72424.88648654117
1050,71700.4693921315
1051,71388.56849417044
1052,69850.36028249786
1053,71484.64467104526
1054,70214.43393505491
1055,71628.22669598999
1056,70555.69975967304
1057,70010.72614086929
1058,70673.05748505826
1059,71670.64273053901
1060,70974.84175123903
1061,70237.39723687974
1062,71749.33076289401
1063,69718.71170294822
1064,69676.81454856457
1065,71181.46679992914
1066,71836.3818859239
1067,71412.66656276428
1068,69933.32425817383
1069,71417.05441516987
1070,70748.3556483204
1071,71137.64157457213
1072,70467.02454164447
1073,70359.91936069891
1074,71232.94702632968
1075,72145.85883294903
1076,70522.61286683011
1077,70559.35790535815
1078,72163.95560718891
1079,71993.84450852052
1080,69452.66506528774
1081,70992.83749990002
1082,71229.2695701706
1083,69699.4447670044
1084,69870.83557993804
1085,70541.59183316198
1086,69404.81624755837
1087,69544.74575354239
1088,72113.81455910577
1089,71214.65746700275
1090,70815.63592742918
1091,70551.18632011426
1092,69560.73237908432
1093,68998.67990302356
1094,71782.82199982977
1095,70638.86674555494
1096,69741.81767359845
1097,70569.06910545018
1098,69707.45813137043
1099,70230.92265917729
1100,71561.05138659409
1101,71858.61606944866
1102,71510.05290833597
1103,70731.53419968534
1104,71615.51077418715
1105,70585.99713802201
1106,70374.47742457637
1107,70669.53786190812
1108,71819.02063541653
1109,70249.26922859304
1110,70137.07792383438
1111,72424.48398314578
1112,71026.15681014306
1113,71387.21686528501
1114,70182.06903476921
1115,71679.56180057843
1116,70663.1878303888
1117,71574.51827904931
1118,70821.36753156764
1119,71672.01313493511
1120,70591.17066952282
1121,71179.225728828
1122,70676.41217770602
1123,70593.87772192025
1124,71434.38512346434
1125,71258.92759324775
1126,70666.34877082989
1127,70328.82752038114
1128,71176.21131696008
1129,71244.87796106994
1130,71160.97260323093
1131,71998.433392602
1132,71131.81787112952
1133,71090.14956118926
1134,71218.0059403883
1135,70991.37944437658
1136,69225.69342955435
1137,71348.17277509488
1138,71553.66984622437
1139,70950.15587853732
1140,69821.13614580892
1141,71073.35932163379
1142,69988.57193434077
1143,70473.72511748502
1144,69815.78239159695
1145,71125.79416412918
1146,71116.51094749928
1147,70035.71567556614
1148,71488.62719928643
1149,70160.35555196731
1150,72356.84911939007
1151,72830.2758494636
1152,70883.20458954462
1153,70756.29819222269
1154,71941.22264859098
1155,69808.06378213804
1156,68119.99967035354
1157,72088.51929574551
1158,69036.25305696079
1159,71366.45076821298
1160,71355.35262116614
1161,70279.78393582706
1162,70736.65322640231
1163,72790.76632871157
1164,70832.06499181512
1165,70442.85750889328
1166,70626.27888864616
1167,71542.62452803573
1168,72088.58754259162
1169,72021.58488516397
1170,69901.0748019569
1171,71698.75616784656
1172,71252.55611986032
1173,70448.02917037794
1174,70404.069807628
1175,70460.27142647115
1176,71353.52932246908
1177,71840.86969043045
1178,69681.26937933837
1179,70718.99716446272
1180,70837.49894839484
1181,71102.43591008362
1182,70481.41928075075
1183,71866.35853422013
1184,70545.4549458571
1185,71961.9896168491
1186,70145.93098129072
1187,70109.42629310068
1188,69623.38532383596
1189,69241.43946769291
1190,71786.25830650747
1191,70859.17497418952
1192,72808.86833080971
1193,70062.19852278808
1194,70202.79237803168
1195,71874.57022859137
1196,71046.45315746646
1197,70767.8333612307
1198,70145.16521211139
1199,70803.30817197774
1200,71427.0097087862
1201,71644.48953258988
1202,70867.47858094324
1203,71599.30027619492
1204,71552.84255919149
1205,70090.4084294005
1206,70897.10683882837
1207,70505.7622950532
1208,70897.85730800171
1209,69983.48435524969
1210,70319.93922413241
1211,70163.31796116201
1212,70491.93281211234
1213,70865.53729575197
1214,72100.2148015283
1215,70994.9371291493
1216,69495.89624644617
1217,70163.68672101709
1218,70145.03590432038
1219,70022.51763865504
1220,70754.24437453298
1221,70302.40975847162
1222,72771.57677080747
1223,71355.57186102241
1224,70859.85900065927
1225,71830.8501668568
1226,71238.36349385895
1227,70778.24477675573
1228,70279.79896244928
1229,69903.34778348479
1230,72414.24344167406
1231,71406.91930489878
1232,69809.96734282891
1233,71068.19260306872
1234,71416.30749765036
1235,70479.3208932731
1236,72819.4795368782
1237,71065.91160668164
1238,72178.4365202282
1239,71298.39228252454
1240,70348.7556485433
1241,71712.85604361737
1242,70242.11584168307
1243,71353.58354428363
1244,69911.75693992533
1245,71234.90392219837
1246,72083.56213894337
1247,71174.65133984877
1248,70393.81685425936
1249,70776.69582277637
1250,71290.48053636817
1251,71675.78610632537
1252,69597.165332805
1253,70138.67105402613
1254,72047.78709624945
1255,72101.30133911577
1256,72361.93479856881
1257,69926.35637190343
1258,70002.45686256411
1259,70091.93622964907
1260,71366.21642121999
1261,70814.51652962838
1262,72155.07537860556
1263,69570.73898703816
1264,71527.42376599484
1265,70712.61626533596
1266,72363.51525772261
1267,70137.56325237342
1268,71653.04937008554
1269,70600.15034296141
1270,71419.47221596107
1271,70674.12586082632
1272,70339.64757819849
1273,70161.16690817311
1274,71811.69842930688
1275,72403.96482473877
1276,70097.78060816671
1277,72048.35994236454
1278,71412.14674054431
1279,70836.79394574487
1280,71258.85244704687
1281,71814.79006895321
1282,70506.66961168246
1283,69861.3716562753
1284,70446.24531183371
1285,71282.418146105
1286,72422.5337317179
1287,70267.45668781291
1288,70879.62570439615
1289,71188.88201776637
1290,70910.24793914426
1291,72042.02405230606
1292,70777.89485789697
1293,71523.32844748281
1294,71453.53198450839
1295,69572.12720153863
1296,71454.99858795617
1297,70856.75101845243
1298,71541.06055006335
1299,70631.10458180524
1300,69342.07013101611
1301,69424.70169684329
1302,70750.34096897785
1303,71263.0625984777
1304,71021.07891282602
1305,70402.09644114484
1306,70291.60106447396
1307,70019.53803459833
1308,70880.54032557129
1309,69182.33360924828
1310,70003.95515278523
1311,72071.56129603725
1312,71108.88244736203
1313,70405.83213556219
1314,68811.50179244856
1315,70543.79572396616
1316,70559.37284235517
1317,71695.79279802524
1318,70326.00737057
1319,70292.49253460643
1320,70422.88258473853
1321,70829.55347725483
1322,70457.25006218861
1323,71393.72370950163
1324,71669.84699513031
1325,72617.41038516257
1326,70169.53581711373
1327,70295.44972985746
1328,69855.56979365989
1329,71312.01674734225
1330,71506.37511567185
1331,69582.69838281196
1332,71551.77544419876
1333,70859.63266157093
1334,70959.1886465522
1335,71376.16891026087
1336,70961.11831940028
1337,70418.57592015827
1338,70329.47539288746
1339,71173.97896049838
1340,70353.07126383758
1341,70407.12724644905
1342,70332.78341068358
1343,71220.89200758704
1344,72323.11524055497
1345,71261.76346067047
1346,71576.34018019462
1347,70649.80814954401
1348,71065.63061493685
1349,70464.27049240078
1350,69937.70311199289
1351,71223.16725604709
1352,71174.18567260909
1353,70795.8009865271
1354,70588.83799132913
1355,71681.4153977386
1356,72569.26569303182
1357,73136.95736392248
1358,72259.82002850747
1359,70807.46121166337
1360,71245.97593623391
