refnis,pop_densit,Distance T,nb_poi_sco,score_pent,score_dens,score_tram,score_bus_score_bus,score_imat_score_imat,score_moyen,score_ecart_type,classements_1ers,frequence_1ere_place
63004,52.7525333125592,2,2,3,1,1,1,5,2.3493544864851463,0.08927582978948904,0.0,0.0
61003,524.6774448345809,4,2,2,3,1,3,4,2.8923570736896638,0.07083160787740689,0.0,0.0
57095,140.069482416751,2,2,4,1,1,2,4,2.3887091921683843,0.06893068427814536,0.0,0.0
45059,263.452398766831,2,2,4,2,1,3,3,2.4226131681775995,0.05524114255438929,0.0,0.0
44073,226.297005680872,1,1,4,2,3,2,2,1.8739195615037265,0.05971364613587587,0.0,0.0
38008,416.44626635774,5,3,5,3,3,1,2,2.943254685428802,0.08753639993845609,0.0,0.0
34023,1387.79939104158,3,2,5,5,1,3,2,2.668501052460427,0.07379351417458621,0.0,0.0
24041,199.163215617725,3,1,4,2,1,2,2,2.0116146610097463,0.05863187875053563,0.0,0.0
24038,694.147574986297,4,3,4,4,1,3,2,2.9028613041429225,0.06636456069370238,0.0,0.0
23098,2344.1637893802304,5,2,4,5,4,4,2,3.417402707634576,0.07365015075377664,0.0,0.0
72039,395.768943647948,1,3,4,3,1,2,3,2.353927428338049,0.06527978457630072,0.0,0.0
11029,3390.28949457311,5,4,4,5,4,4,1,3.6224319251607566,0.0814317101440215,0.0,0.0
91141,161.682846479659,3,2,1,2,1,2,4,2.4066652232960513,0.06585137793567886,0.0,0.0
84033,33.075447305706604,1,3,2,1,1,2,4,2.2742654476464197,0.07076412325098767,0.0,0.0
83044,38.6960491637132,2,1,1,1,1,2,4,1.9608016222662965,0.06795369167294307,0.0,0.0
61080,227.4336609171,3,2,2,2,1,3,4,2.6519962338667087,0.0620504566373894,0.0,0.0
41024,631.7697515287999,2,2,4,4,1,3,2,2.3540052764057027,0.056584479582561964,0.0,0.0
23096,540.313776173798,3,3,4,3,1,2,2,2.4913043899810763,0.05509351157959642,0.0,0.0
23045,528.044348278757,4,3,5,3,1,2,2,2.7371159594780567,0.07576029669856958,0.0,0.0
21010,10348.9255166032,5,5,3,5,5,4,1,3.856628833647973,0.09403102540396897,0.0,0.0
72004,256.91343354562804,1,4,4,2,1,2,4,2.6967222878744965,0.08578769717110553,0.0,0.0
61010,101.146509016695,2,2,4,1,1,2,5,2.594685497055784,0.08763245243351012,0.0,0.0
57081,319.073974233711,4,5,4,3,1,3,4,3.6571352297735613,0.08153819109353215,0.0,0.0
57072,220.62344487643296,2,2,5,2,1,3,4,2.7027244092967666,0.07720655767087244,0.0,0.0
44083,350.94065804364897,2,5,5,3,1,2,3,3.0107445202486147,0.09100559288388811,0.0,0.0
44040,779.727807192872,5,3,4,4,3,3,2,3.2801961044325245,0.05960767339588546,0.0,0.0
13037,267.505326784409,2,2,4,2,1,2,2,2.045440788951323,0.04608096481514724,0.0,0.0
13006,357.238809608146,2,2,4,3,1,2,3,2.320101300396491,0.05331629226234113,0.0,0.0
92003,326.488862199554,3,3,2,3,1,3,4,2.926183201631235,0.060725691426500875,0.0,0.0
83055,30.8121807947935,1,2,1,1,3,2,5,2.4062622221196803,0.08540436171398574,0.0,0.0
62027,212.30217140312504,2,2,3,2,1,3,5,2.760430841720652,0.08134276155873663,0.0,0.0
61043,160.426573039844,2,2,3,2,1,2,5,2.589234767381772,0.08129069604312034,0.0,0.0
56022,225.465708591936,4,3,4,2,1,3,4,3.1774455008022113,0.06891665050246466,0.0,0.0
55035,202.98403110898403,2,3,4,2,1,2,5,2.8688724648203268,0.08510574510711706,0.0,0.0
53053,653.7412647199279,3,5,4,4,1,3,5,3.7601191079534875,0.09049392929694101,0.0,0.0
44021,1699.4572679309902,5,5,4,5,4,4,1,3.827934686367542,0.08703309290282417,0.0,0.0
33040,151.03398924295,2,1,5,2,1,1,3,1.9488531945248366,0.07721634178244938,0.0,0.0
23027,934.742763668898,5,4,3,4,1,3,3,3.4118820672705557,0.07918942633599037,0.0,0.0
13001,241.949486227229,1,2,4,2,1,1,4,2.11452069112206,0.07958841101895679,0.0,0.0
82009,32.5589295565296,1,2,1,1,1,1,5,2.0294079807564094,0.0933905599140917,0.0,0.0
71020,261.14629039740703,2,3,4,2,1,3,3,2.628115929384396,0.056043538664705635,0.0,0.0
92087,115.119859437668,1,2,3,1,1,2,5,2.3488739275588237,0.08956114616958612,0.0,0.0
57097,298.925881836242,3,2,5,2,1,2,4,2.7032049682231047,0.07690435778411267,0.0,0.0
44012,625.1464308221709,4,3,5,4,1,3,2,2.9769962403746932,0.07459061285732044,0.0,0.0
31033,458.512020165527,5,3,5,3,1,2,3,3.114768897630659,0.08741600885173237,0.0,0.0
25084,188.37195313398,1,2,4,2,1,2,4,2.285716765460921,0.07453335216808674,0.0,0.0
24045,252.34360998512705,3,2,3,2,1,3,2,2.3141785603236573,0.04585993440798011,0.0,0.0
21019,4751.29571390574,4,4,3,5,4,4,3,3.788572965438583,0.03206770260800191,0.0,0.0
13023,197.288596826728,2,2,4,2,1,2,2,2.045440788951323,0.04608096481514724,0.0,0.0
91114,75.8375960394632,2,3,2,1,3,2,4,2.651600247936051,0.05047056717531105,0.0,0.0
85039,55.1034381418964,3,2,3,1,1,1,5,2.5210311197503694,0.0908222881839889,0.0,0.0
85011,39.4282967214223,1,2,1,1,1,1,4,1.823431675869007,0.07060155527484392,0.0,0.0
84035,38.2768721016482,1,2,2,1,1,1,4,1.8975666121007646,0.06951196611862562,0.0,0.0
84010,36.3285190398677,1,2,1,1,1,1,4,1.823431675869007,0.07060155527484392,0.0,0.0
63049,128.469201486696,1,3,1,1,1,2,4,2.2001305114146663,0.07355778438255169,0.0,0.0
62060,274.56367420545,3,2,4,2,1,3,5,3.006242411217618,0.08248946668784997,0.0,0.0
62022,808.096234944042,3,3,1,4,1,4,5,3.2979048511834974,0.08998883859398449,0.0,0.0
56005,76.660711607816,1,1,3,1,1,1,5,1.9721750920131471,0.09698154580065739,0.0,0.0
44020,418.29850397757,3,3,5,3,1,3,3,2.942611705439124,0.0640758467602791,0.0,0.0
44019,485.0022246128791,2,3,5,3,3,3,2,2.7706169343109073,0.05220028914301914,0.0,0.0
35011,249.941126876809,1,4,5,2,3,1,2,2.393366707016997,0.08532984216606365,0.0,0.0
31005,847.8819576612119,3,5,4,4,3,3,2,3.3478483603156985,0.05937630150705723,0.0,0.0
24008,178.965977392831,2,2,4,2,1,3,3,2.4226131681775995,0.05524114255438929,0.0,0.0
21014,23322.25867821,5,4,3,5,5,5,5,4.646227366329659,0.04029234391797047,9354.0,0.9354
21004,5872.20753094877,5,5,3,5,4,4,5,4.577704969685412,0.04183298374838141,646.0,0.0646
21001,6981.41118678129,5,5,4,5,4,4,1,3.827934686367542,0.08703309290282417,0.0,0.0
13010,406.04713065432696,4,2,4,3,1,2,4,2.869430871814321,0.07531443277683561,0.0,0.0
12025,1346.97402818105,3,5,4,5,1,3,1,3.0048980949616384,0.09483870433155892,0.0,0.0
12021,760.41723876652,3,3,4,4,1,3,2,2.731184670877709,0.05774668952727883,0.0,0.0
11054,332.98055981583497,2,2,4,3,1,2,4,2.526077605283896,0.06729472590190604,0.0,0.0
71022,782.477551159128,4,5,4,4,1,3,3,3.5198431314438907,0.08007494238907445,0.0,0.0
56049,138.34905880224798,2,1,4,1,1,3,4,2.35440250530046,0.07813932275097182,0.0,0.0
64023,134.065742787112,3,1,5,1,1,2,5,2.6349943053459772,0.10188465079503946,0.0,0.0
84075,46.9463547570111,1,2,1,1,1,1,4,1.823431675869007,0.07060155527484392,0.0,0.0
83049,31.343205116133294,1,1,2,1,1,1,5,1.8980401557813802,0.09433583810457936,0.0,0.0
83040,50.3479414061709,2,2,2,1,1,1,4,2.069243245365977,0.0658710885718547,0.0,0.0
61072,319.721539094389,3,2,3,3,1,3,4,2.794815376656211,0.06130605871864344,0.0,0.0
61041,104.370421734182,2,1,2,1,1,2,5,2.2409128633854554,0.08781257489458276,0.0,0.0
55004,272.58225180937,4,4,4,2,1,2,3,3.0057758827827485,0.07316631667340086,0.0,0.0
53044,186.774010786586,4,2,4,2,1,2,4,2.8007466652565642,0.07576717904899584,0.0,0.0
44034,380.3723827988,3,4,5,3,1,2,3,2.976918392307046,0.07435122400051553,0.0,0.0
36007,697.27535424437,4,3,5,4,1,2,3,3.011776470923216,0.07560754471689961,0.0,0.0
25117,245.233157752896,2,2,4,2,1,3,4,2.628589473065008,0.06763595720744428,0.0,0.0
25014,773.471227019434,4,4,3,4,1,3,4,3.446181738892755,0.07074276658965782,0.0,0.0
24137,201.029094089396,2,2,4,2,1,3,4,2.628589473065008,0.06763595720744428,0.0,0.0
23016,1076.47645556734,3,4,4,5,3,3,2,3.2110298056666657,0.0475928925532329,0.0,0.0
13008,379.588154294072,5,5,4,3,1,2,3,3.4516394838125017,0.09560618315043028,0.0,0.0
73083,363.44104868896096,4,4,4,3,1,3,5,3.657608773454166,0.08209383308198528,0.0,0.0
72030,189.534010791517,1,3,4,2,1,2,3,2.2852432217803003,0.06437987720208278,0.0,0.0
71004,609.6470099897721,2,4,3,4,1,3,3,2.896852167474924,0.06349862480289394,0.0,0.0
63001,44.477738800375896,1,2,2,1,1,2,5,2.2747389913270286,0.08812235447636081,0.0,0.0
62122,324.465462628141,2,1,1,3,1,3,5,2.4753424146080865,0.0924999494360903,0.0,0.0
57064,282.533271837744,2,3,4,2,1,3,5,3.0400685391592233,0.0829172449403211,0.0,0.0
52075,222.028664738462,3,2,4,2,1,3,5,3.006242411217618,0.08248946668784997,0.0,0.0
43007,195.813834938599,3,2,5,2,1,2,3,2.4972286633357186,0.06727081754455967,0.0,0.0
21002,3942.32995648781,5,4,3,5,4,4,2,3.7542732938163828,0.06144079865463832,0.0,0.0
73042,445.60892688855193,2,3,4,3,1,3,4,2.902776440829545,0.06622062977142912,0.0,0.0
64047,227.448677437865,2,2,4,2,1,3,4,2.628589473065008,0.06763595720744428,0.0,0.0
64021,208.613264538886,2,1,4,2,1,3,5,2.629063016745627,0.09327481907918475,0.0,0.0
93088,148.800061519338,3,3,3,1,1,2,5,2.8977299552960187,0.0823145305435427,0.0,0.0
92141,175.179863832533,2,2,4,2,1,2,4,2.4573933987261327,0.06689824893206657,0.0,0.0
92138,124.899169861868,2,1,4,1,1,2,5,2.3891827358489914,0.09407220650181859,0.0,0.0
91142,108.990826057692,2,1,1,1,1,2,4,1.9608016222662965,0.06795369167294307,0.0,0.0
84009,64.9438339815514,5,3,2,1,1,2,4,2.9609719807072747,0.08927020749261085,0.0,0.0
63067,68.1961927604838,1,3,2,1,1,2,5,2.480241752533834,0.09047585806963271,0.0,0.0
45068,222.828553417342,2,4,5,2,1,2,5,3.1485101622588916,0.09698061698672171,0.0,0.0
45063,258.58781338145,3,1,4,2,1,3,3,2.3887870402360263,0.06595247118527257,0.0,0.0
42006,830.0302084572501,5,4,5,4,1,3,2,3.3541756348466953,0.09032443224028536,0.0,0.0
36015,1083.96456978322,4,5,5,5,1,3,3,3.662662274233417,0.08718814083865159,0.0,0.0
25120,179.081751380551,2,2,4,2,1,3,4,2.628589473065008,0.06763595720744428,0.0,0.0
25112,841.6257595800699,4,4,3,4,1,3,5,3.6521580437801515,0.08220151677526412,0.0,0.0
25018,244.446361995409,2,3,3,2,1,2,5,2.794737528588563,0.08140127403440521,0.0,0.0
23044,1363.88251956091,3,2,4,5,1,3,2,2.59436611622869,0.06372257388662442,0.0,0.0
13049,459.107504098273,2,3,4,3,1,2,3,2.5256040616032687,0.05592506130188754,0.0,0.0
13040,827.4001322062791,5,4,4,4,1,3,2,3.280040698614921,0.08519776422315914,0.0,0.0
12041,544.838962457457,4,3,4,3,1,3,3,3.0401534024725745,0.06157287273136473,0.0,0.0
71057,364.783183181555,2,4,3,3,1,3,4,3.0341442658045716,0.06976535051484706,0.0,0.0
11008,999.873975702661,3,4,3,4,1,3,3,3.068528800740155,0.06030515866768551,0.0,0.0
63003,222.814803497238,3,2,3,2,1,3,5,2.9321074749858695,0.07955669364059618,0.0,0.0
44084,246.384964604721,4,4,4,2,1,2,3,3.0057758827827485,0.07316631667340086,0.0,0.0
34043,190.106579888314,1,1,5,2,1,2,4,2.154348940485905,0.09002086305900082,0.0,0.0
25050,487.4589205981361,3,2,2,3,1,3,4,2.720680440424422,0.062075798740621524,0.0,0.0
23094,1313.17329075932,4,4,4,5,1,3,5,3.7949771865696653,0.08457236585453223,0.0,0.0
71002,371.191927375445,2,2,3,3,1,2,4,2.451942669052125,0.06086072257938948,0.0,0.0
11021,1403.1265261535,4,2,4,5,1,4,2,2.9372388238327614,0.07927556193607417,0.0,0.0
93022,84.5090089927602,1,2,3,1,1,1,4,1.9717015483325346,0.0730364813566968,0.0,0.0
92142,274.851324577741,3,4,4,2,1,3,4,3.2112716287437952,0.06917089961276944,0.0,0.0
91103,49.8994868712577,2,2,2,1,1,1,5,2.275219550253373,0.08788438137159478,0.0,0.0
85024,51.2655001503491,2,2,1,1,1,1,5,2.201084614021626,0.09017890852285809,0.0,0.0
84059,51.2644600982168,1,1,2,1,1,1,4,1.6920638508939778,0.07113221950801164,0.0,0.0
63038,81.9092878249732,2,2,2,1,1,2,5,2.446415624592247,0.08238113689762014,0.0,0.0
63013,58.975903783312,1,2,3,1,1,1,4,1.9717015483325346,0.0730364813566968,0.0,0.0
52025,269.079962948291,2,2,3,2,1,3,5,2.760430841720652,0.08134276155873663,0.0,0.0
41002,1145.0926958945,3,4,4,5,1,3,2,3.0053716386422558,0.07091996998217372,0.0,0.0
37015,300.66700988495995,3,4,5,3,1,2,3,2.976918392307046,0.07435122400051553,0.0,0.0
35029,277.014769902196,2,4,5,2,4,1,3,2.873848728681815,0.08018625231958278,0.0,0.0
35006,313.57654042919097,2,2,5,3,1,2,3,2.394236236628249,0.06664362394736505,0.0,0.0
34042,401.794830303782,1,2,4,3,1,2,3,2.148424667131277,0.06123589383509334,0.0,0.0
33011,269.194808105683,3,3,5,2,1,2,3,2.702731424542502,0.06718402172588674,0.0,0.0
25023,399.993540569429,2,3,2,3,1,3,4,2.7545065683660233,0.06238739980146965,0.0,0.0
24107,498.577072413476,5,3,4,3,1,3,2,3.005853730850394,0.080093622616491,0.0,0.0
24001,489.398077481166,5,4,3,3,1,3,3,3.343197860712801,0.07838734135064633,0.0,0.0
13044,291.20186983167804,2,2,4,2,1,1,2,1.8742447146124506,0.05213666124011573,0.0,0.0
12007,475.933735786237,4,3,4,3,1,2,5,3.2809099379085187,0.08608934419831384,0.0,0.0
72038,168.421274478762,2,2,4,2,1,1,3,2.080221019499849,0.05955764401397694,0.0,0.0
71069,345.768389040768,2,3,3,3,1,2,3,2.4514691253715073,0.04802932021165937,0.0,0.0
92045,207.418868103351,2,1,2,2,1,2,4,2.1036207650558225,0.06456577536310784,0.0,0.0
57094,189.31747444606896,4,2,4,2,1,2,4,2.8007466652565642,0.07576717904899584,0.0,0.0
24104,687.132288596394,2,3,3,4,3,3,2,2.691031268405128,0.03440717756584432,0.0,0.0
21018,8195.963853191639,5,5,3,5,4,4,2,3.959776055023178,0.06797148414854758,0.0,0.0
11037,765.10152446119,3,3,4,4,1,3,2,2.731184670877709,0.05774668952727883,0.0,0.0
85045,119.382711902536,3,3,2,1,1,2,4,2.6176187141768494,0.0648463252755037,0.0,0.0
42008,625.8544499588561,2,3,5,4,1,2,2,2.4624468995053905,0.06924909754336817,0.0,0.0
38025,127.757267816134,3,2,5,1,1,1,3,2.2573483824390803,0.07730854684005478,0.0,0.0
38002,62.6204691321356,1,2,5,1,1,1,3,1.91399511590866,0.07857894554897046,0.0,0.0
37011,197.026542537062,3,2,5,2,1,1,4,2.532008893884244,0.08559272964935864,0.0,0.0
33037,185.895618596823,2,2,4,2,1,1,3,2.080221019499849,0.05955764401397694,0.0,0.0
31012,269.939438987532,2,2,5,2,1,1,4,2.3603322606190336,0.08454908843847381,0.0,0.0
23038,369.862371670462,3,3,4,3,1,2,3,2.6972806948684775,0.05599495074876819,0.0,0.0
72021,333.450490796834,1,4,4,3,1,2,3,2.5594301895448512,0.07675391757686248,0.0,0.0
63087,36.1789849950254,1,1,1,1,1,2,5,1.995101293888492,0.09348731611464521,0.0,0.0
62099,637.00355176735,2,3,3,4,1,3,5,3.1033020160429494,0.08098177858096675,0.0,0.0
56088,66.0454102029038,1,1,3,1,1,2,5,2.1433711663520176,0.09403102540396895,0.0,0.0
52074,486.202688772664,3,2,2,3,1,3,4,2.720680440424422,0.062075798740621524,0.0,0.0
46025,777.9030346897471,4,2,5,4,1,2,2,2.6002974048290266,0.07840321492440358,0.0,0.0
44081,488.3838809632661,2,2,5,3,1,1,3,2.2230401622893807,0.07375625810143258,0.0,0.0
24094,470.140743196359,5,2,3,3,1,2,3,2.7609962639603403,0.08023511907768863,0.0,0.0
73040,256.74740930359496,2,2,4,2,1,3,3,2.4226131681775995,0.05524114255438929,0.0,0.0
11030,2019.86156681704,5,2,4,5,1,4,3,3.3148917619853804,0.08783989647758385,0.0,0.0
92101,245.15169786162,2,3,2,2,1,3,5,2.891798666695658,0.0809445052035514,0.0,0.0
84077,66.06785530327231,3,3,3,1,1,2,4,2.69175365040861,0.06467886294153041,0.0,0.0
84068,44.3008026961296,1,2,1,1,1,1,5,2.0294079807564094,0.0933905599140917,0.0,0.0
63057,254.522037293651,2,1,1,2,1,2,5,2.2354621337114606,0.08915386614312973,0.0,0.0
62038,1190.90240015505,3,3,3,5,1,4,4,3.3088826253173704,0.07052039986840945,0.0,0.0
55086,1231.46054370156,4,3,4,5,1,4,3,3.348717889926955,0.07108967391662446,0.0,0.0
55050,329.427241515864,4,2,4,3,1,2,4,2.869430871814321,0.07531443277683561,0.0,0.0
53046,93.8874437264894,4,2,5,1,1,1,4,2.635001320591696,0.09497108578980554,0.0,0.0
45064,137.36493495272,2,1,4,1,1,2,3,1.9772301260741896,0.060678485448548626,0.0,0.0
41034,640.9641170824669,3,3,4,4,1,3,2,2.731184670877709,0.05774668952727883,0.0,0.0
35005,286.296629498525,2,2,5,2,1,1,2,1.9483796508442182,0.0678084843243107,0.0,0.0
33029,438.443613363926,3,3,5,3,1,2,2,2.5654393262128297,0.06703351917522266,0.0,0.0
24130,185.035084726985,2,2,5,2,1,3,3,2.496748104409378,0.06750500968668903,0.0,0.0
12005,529.5491727070261,3,3,3,3,1,3,2,2.5883655280881803,0.04834364090400923,0.0,0.0
71045,319.423058870736,2,2,5,3,1,3,4,2.771408615854524,0.07695488654458073,0.0,0.0
71011,469.041566215832,2,2,4,3,1,3,4,2.6972736796227585,0.06760231949713318,0.0,0.0
11002,2637.62773823713,3,5,4,5,4,3,1,3.313385345498252,0.08193214386785855,0.0,0.0
43005,727.1156124990059,4,4,5,4,1,3,2,3.182499001581485,0.07943985656831391,0.0,0.0
34041,812.3827624616571,3,4,5,4,1,2,3,3.0456025988648006,0.07592994339339834,0.0,0.0
24043,261.955119233032,3,2,4,2,1,2,2,2.2171174222165355,0.05149903618708531,0.0,0.0
21016,3763.9888375639102,3,5,3,5,4,4,3,3.8223990933801537,0.048649726732464725,0.0,0.0
13035,161.224707361599,1,3,4,2,1,1,4,2.3200234523288414,0.08322231871689467,0.0,0.0
71067,228.7273662282,2,2,3,2,1,1,4,2.2120623881555033,0.06723511843298811,0.0,0.0
64065,343.80428834567,3,2,3,3,1,3,5,3.0007916815436033,0.07901042406671137,0.0,0.0
63084,425.341296445126,3,3,4,3,1,3,4,3.0744530740947686,0.0625060742423061,0.0,0.0
11022,326.919866456719,4,3,4,3,1,2,3,2.8689573281337046,0.06545927251000881,0.0,0.0
93014,67.6437049321098,3,3,2,1,1,1,4,2.446422639837992,0.07365260047721402,0.0,0.0
62015,1646.6212898689,3,2,2,5,1,3,3,2.6520725486525367,0.05904428261883371,0.0,0.0
52012,1298.62298497591,5,4,3,5,1,4,3,3.651762348167191,0.08291488389450366,0.0,0.0
41011,1512.67500920674,5,2,4,5,1,3,1,2.731743077871695,0.09632706462506387,0.0,0.0
38014,430.177986539067,3,5,5,3,3,2,4,3.594055625425643,0.06690072942791023,0.0,0.0
34022,978.322262828264,3,5,4,4,1,3,4,3.5541428030660907,0.08089268583072595,0.0,0.0
31006,123.347426951758,1,2,5,1,1,1,4,2.1199714207960536,0.09112846430214655,0.0,0.0
25048,200.57757226733003,1,2,4,2,1,3,4,2.4569128397997875,0.07685708729930389,0.0,0.0
25044,200.955077618649,2,2,3,2,1,3,4,2.5544545368332243,0.06199575159790236,0.0,0.0
25037,253.214042584421,2,2,3,2,1,3,4,2.5544545368332243,0.06199575159790236,0.0,0.0
24011,268.676328304046,2,2,4,2,1,3,2,2.216636863290209,0.05157097107049866,0.0,0.0
23086,667.26135269028,4,3,4,4,1,3,2,2.9028613041429225,0.06636456069370238,0.0,0.0
23062,577.443977509159,3,3,3,3,1,3,3,2.794341832975597,0.048352129201042794,0.0,0.0
12014,510.265902462348,3,3,4,3,1,2,3,2.6972806948684775,0.05599495074876819,0.0,0.0
12002,487.198193684869,4,2,5,3,1,3,2,2.7028092726101334,0.07519992073133479,0.0,0.0
82038,27.2198897224864,1,1,2,1,1,1,4,1.6920638508939778,0.07113221950801164,0.0,0.0
81015,160.811282467887,2,3,2,2,1,3,4,2.6858223618082695,0.062298329879313705,0.0,0.0
64074,500.322530790959,4,2,4,3,1,3,4,3.0406269461531754,0.07217110696543186,0.0,0.0
51012,133.733837550363,4,2,4,1,1,1,4,2.560866384359933,0.08727719585431035,0.0,0.0
46020,359.20900274501497,2,2,5,3,1,2,2,2.1882599317408533,0.06328943248590854,0.0,0.0
21015,16551.0382636211,4,5,3,5,5,5,1,3.856148274721646,0.0936424304006582,0.0,0.0
21013,19466.0501476836,5,5,3,5,5,5,1,4.027824907986849,0.09698154580065745,0.0,0.0
24048,711.658559209604,2,2,3,4,1,2,4,2.520626875609881,0.06419305884716399,0.0,0.0
23099,2407.50031183906,5,3,3,5,4,4,2,3.5487705326096037,0.06362325698834935,0.0,0.0
71016,771.631503837095,5,4,3,4,1,3,3,3.4118820672705557,0.07918942633599037,0.0,0.0
63079,1670.9933567137898,4,4,2,5,1,4,2,3.19997447378282,0.08074114507160714,0.0,0.0
93018,35.60368418127,2,1,3,1,1,1,5,2.143851725278342,0.09364243040065845,0.0,0.0
93010,59.8621466443546,2,1,3,1,1,1,5,2.143851725278342,0.09364243040065845,0.0,0.0
92137,828.455859762662,5,3,3,4,1,3,4,3.41235561095117,0.0795972608082382,0.0,0.0
85009,76.3263679742164,2,3,3,1,1,2,5,2.7260533220307974,0.08352449998227632,0.0,0.0
84043,71.5200408703921,2,3,2,1,1,2,4,2.4459420809116383,0.06352537768786536,0.0,0.0
36010,393.440980450091,2,2,5,3,1,2,3,2.394236236628249,0.06664362394736505,0.0,0.0
36006,266.13281959010504,2,3,5,2,1,2,4,2.7370310961646975,0.07734897693804213,0.0,0.0
24133,198.44886056669,2,1,5,2,1,3,3,2.2912453432025797,0.07555526657846393,0.0,0.0
23009,117.74855407115,2,1,4,1,1,2,3,1.9772301260741896,0.060678485448548626,0.0,0.0
23003,870.809602943846,3,3,3,4,1,3,2,2.657049734645948,0.05189859027130053,0.0,0.0
13011,595.963801523678,3,4,4,3,1,2,4,3.10875976096268,0.0729499428831955,0.0,0.0
12040,1014.87517671154,3,3,4,5,1,3,2,2.7998688774354674,0.06313521424881106,0.0,0.0
82014,31.610868913436104,1,1,2,1,1,2,4,1.8632599252328408,0.06958656123187654,0.0,0.0
81013,66.8015103344571,1,2,1,1,1,1,4,1.823431675869007,0.07060155527484392,0.0,0.0
81003,80.6083774500076,2,1,2,1,1,2,4,2.0349365584980723,0.06575303958023951,0.0,0.0
63089,197.329288432052,2,2,3,2,1,3,5,2.760430841720652,0.08134276155873663,0.0,0.0
63048,209.277755227163,3,2,4,2,1,3,5,3.006242411217618,0.08248946668784997,0.0,0.0
73028,57.1492188369763,2,1,5,1,1,1,3,1.8801689879670798,0.07814449612827273,0.0,0.0
25121,943.768734450014,5,4,3,4,1,3,3,3.4118820672705557,0.07918942633599037,0.0,0.0
21009,13807.3857136663,4,5,3,5,5,4,2,3.8909285052701743,0.06844195032974788,0.0,0.0
72020,340.501945781973,5,4,4,3,1,2,4,3.452113027493107,0.08855606687133649,0.0,0.0
63075,29.3900351565627,2,1,1,1,1,1,5,1.9955818528148401,0.09319458034444456,0.0,0.0
11007,2898.7765876050103,3,2,5,5,1,4,1,2.633720821911916,0.08964127671618517,0.0,0.0
63058,372.752828643677,5,2,1,3,1,4,4,3.16109484506197,0.09562336273044922,0.0,0.0
53084,123.960809235739,3,2,4,1,1,2,5,2.7663621303209935,0.08699784171268704,0.0,0.0
53028,835.2186949171321,4,3,4,4,1,3,3,3.1088376090303176,0.06322187651592312,0.0,0.0
32010,224.902560395212,2,2,5,2,1,2,3,2.3255520300704977,0.06608252365978111,0.0,0.0
32003,113.933144569451,3,2,5,1,1,1,3,2.2573483824390803,0.07730854684005478,0.0,0.0
81004,382.813910822532,3,4,2,3,1,3,4,3.13168596283802,0.06811690258437525,0.0,0.0
64034,196.848179240476,1,3,4,2,1,3,4,2.6624156010065922,0.0774698850910849,0.0,0.0
58004,943.740160376448,3,3,3,4,1,3,4,3.0690023444207517,0.06095154692312622,0.0,0.0
52018,1093.5467236771,3,2,3,5,1,4,2,2.691427254335791,0.06855343286573246,0.0,0.0
35013,1762.3328320177102,4,5,5,5,4,3,1,3.5591969149952076,0.08638802585030654,0.0,0.0
25118,223.111514715202,3,1,4,2,1,3,4,2.5947633451234196,0.07655508073755847,0.0,0.0
25015,469.071934737329,3,3,3,3,1,3,5,3.2062944427503988,0.07571413522183035,0.0,0.0
23088,2178.2807337690697,5,4,4,5,1,3,1,3.142748600285267,0.09891493918852366,0.0,0.0
21012,16335.835656872,5,4,4,5,4,4,1,3.6224319251607566,0.0814317101440215,0.0,0.0
64008,229.941118255491,3,1,4,2,1,2,4,2.423567270784545,0.07593051894313238,0.0,0.0
62108,651.329151458768,5,3,3,4,1,3,4,3.41235561095117,0.0795972608082382,0.0,0.0
62011,236.9249838233,2,2,3,2,1,3,4,2.5544545368332243,0.06199575159790236,0.0,0.0
61079,113.996857931456,2,1,2,1,1,2,5,2.2409128633854554,0.08781257489458276,0.0,0.0
61048,70.28105812656051,2,1,2,1,1,2,5,2.2409128633854554,0.08781257489458276,0.0,0.0
24007,593.9914594823849,4,2,4,3,1,3,4,3.0406269461531754,0.07217110696543186,0.0,0.0
13025,333.134186736767,2,4,4,3,1,2,3,2.7311068228100552,0.06731044459189475,0.0,0.0
13002,406.245169769209,1,2,5,3,1,2,3,2.2225596033630355,0.07406330065360561,0.0,0.0
72042,204.443138645163,1,3,4,2,1,2,4,2.4912195266677095,0.07680055847066224,0.0,0.0
71024,297.870256714799,3,2,5,2,1,3,4,2.874401042561991,0.07505551937983358,0.0,0.0
92054,113.673177895617,2,2,2,1,1,2,5,2.446415624592247,0.08238113689762014,0.0,0.0
92035,161.84203341721698,1,2,4,2,1,2,4,2.285716765460921,0.07453335216808674,0.0,0.0
62100,203.58242211431295,3,3,2,2,1,3,5,3.06347529996088,0.0785798807954692,0.0,0.0
56086,302.174836159145,2,2,3,3,1,3,5,2.829115048278416,0.08118391156177676,0.0,0.0
52022,629.4776267301299,3,2,3,4,3,3,4,3.0691577502383667,0.038831328663869374,0.0,0.0
34040,887.380218670639,3,4,5,4,1,2,4,3.251578903752209,0.08124366323027452,0.0,0.0
34009,740.048102832102,2,3,5,4,1,3,4,3.045595583619065,0.0764977873499421,0.0,0.0
73022,142.368067969388,2,2,4,1,1,2,3,2.182732887280973,0.054354869640980456,0.0,0.0
25072,477.012824638888,4,5,4,3,1,3,4,3.6571352297735613,0.08153819109353215,0.0,0.0
13031,376.162019982388,2,2,4,3,1,2,3,2.320101300396491,0.05331629226234113,0.0,0.0
