simulation,pass_km_total_Mkm
338,29610.6818953362
339,30181.619359721768
340,28887.2019897672
341,30051.7621667811
342,28771.546626425617
343,31870.856539859396
344,29102.995692702923
345,31934.769832927017
346,29628.757493055175
347,30124.92852554486
348,29386.730727544524
349,32192.093408914407
350,32966.00994984405
351,29614.289628709663
352,31667.027159235357
353,32203.322170250012
354,32847.765255014165
355,30991.67793198808
356,27273.525596584066
357,32045.201197891594
358,32131.15000400879
359,31590.927313635766
360,31129.716495978108
361,31333.68449812657
362,29423.47437317155
363,30833.05690341705
364,31382.132730038018
365,32957.12662964817
366,29986.48701472323
367,30394.832939912005
368,30443.54470391741
369,30912.797089413936
370,32413.63753564395
371,33169.578144744126
372,30826.16696523272
373,31713.57084312641
374,30794.775822798896
375,28911.61190195051
376,28104.606401719273
377,33654.161416377734
378,27358.10917168027
379,33341.45321211582
380,31086.596169346863
381,33846.40041985851
382,31308.621985353027
383,29740.515583943412
384,31807.324344626395
385,30762.28275523434
386,32466.073708909473
387,33609.920333089525
388,32541.251081340175
389,27045.782193209016
390,29742.932864229984
391,29248.415108669426
392,29022.565571117844
393,30880.265347390105
394,29322.760435835742
395,31778.449633986485
396,31792.50719225751
397,29612.323229355025
398,31362.592625615485
399,31663.45700398245
400,30782.63040787273
401,29829.988425781754
402,29391.455778198593
403,31566.045467474338
404,31238.002696362066
405,30257.71493850555
406,28698.371803038048
407,32591.582895072326
408,32013.100737840265
409,32819.21107526407
410,32610.036112312377
411,31290.72401249708
412,33540.2445128502
413,29898.136148198973
414,29670.063488912798
415,29038.596124292264
416,31828.746145047466
417,29224.807290548968
418,31337.243412020005
419,31621.55042768905
420,30000.442043216186
421,31370.82386943401
422,30304.279639325352
423,32374.374882930137
424,29721.320256803683
425,30482.510828679337
426,29639.214277099873
427,32571.302671064826
428,33219.75696293878
429,31882.33038047883
430,26743.58807537066
431,28721.13446734799
432,31866.21570613005
433,30762.680663730993
434,33176.21810604127
435,32931.48612685936
436,29497.126992925747
437,32472.405024634983
438,33723.07854036499
439,29093.10572752908
440,28509.466270660727
441,29894.46452246439
442,31006.757969105503
443,29180.916702323204
444,29204.220897020816
445,29856.445335731736
446,30361.279305521133
447,30876.207344501665
448,30833.877360806055
449,32882.030115353125
450,31231.948313081986
451,27823.52848171537
452,29725.454706946603
453,34171.895514073105
454,32060.844720921006
455,32057.36529254857
456,31834.97856901644
457,28232.944211544807
458,31904.062983496002
459,27690.087054678646
460,31314.45749964683
461,31991.7629471759
462,31382.923635570674
463,32126.814897948563
464,30108.09933857801
465,28839.346987295172
466,31381.89605079227
467,31907.873353310024
468,32950.77006953206
469,31979.11261973251
470,29463.203653517376
471,29413.348269757596
472,31445.64529973796
473,33838.88241190632
474,32374.276278221172
475,30977.422624559807
476,32036.456108306164
477,27906.113159210316
478,30731.019232663537
479,32897.81784297664
480,29500.911707194715
481,29845.212667822725
482,28503.825939674978
483,29153.50877799486
484,27476.411968044267
485,31391.970608367606
486,30585.60531221735
487,31485.167881596295
488,29024.347951703894
489,34075.48228820346
490,27962.88215294036
491,28343.58247100547
492,31939.178858414307
493,31654.35737938059
494,31230.114684643868
495,30213.00580366554
496,30473.279324997904
497,34523.66989291838
498,30881.30447632047
499,29156.379310955814
500,31500.42612988056
501,32075.36660870099
502,33098.28199621238
503,32741.316931426627
504,29559.094263470055
505,34480.262022356736
506,28632.55882450055
507,28944.069240156605
508,31111.885862062903
509,30033.133897859243
510,28290.08478592871
511,29485.554335960765
512,29944.56512770825
513,32795.563236861686
514,30570.95072572435
515,31306.899956141755
516,30743.914203239852
517,30448.70537560528
518,30819.36016542026
519,33739.27281898165
520,30471.660173311066
521,30028.7761854244
522,31596.38920533044
523,29575.918171321046
524,32023.176064527113
525,30701.97749285817
526,32587.866958863397
527,27033.42349975766
528,30679.752633798253
529,34006.44020811568
530,32164.638621977083
531,30650.748175445355
532,31203.314425308472
533,31541.057771231175
534,30547.564722675357
535,33413.38770014853
536,31448.12228091499
537,30439.250448080573
538,29697.238491681914
539,31463.935872275695
540,30411.689798953827
541,28712.343857279793
542,33652.28184214095
543,32386.781602097926
544,30277.8325171328
545,31149.76808929869
546,32827.335526149465
547,31291.050374824976
548,31784.4491359524
549,31489.496367261407
550,32695.11170281862
551,28882.257496163515
552,30766.47894823792
553,31689.8633736356
554,29352.569159487135
555,27931.448768953644
556,28927.263466463723
557,32156.76135889036
558,32980.330609128396
559,29856.47462913332
560,31009.0123226306
561,30631.428800591784
562,30021.49633797597
563,33101.05948689346
564,31880.153942008685
565,31335.203970713585
566,29230.48558255808
567,30932.74893712256
568,30063.562273384785
569,31736.63217291365
570,27830.974866175446
571,30567.355155975867
572,30232.94345817776
573,35038.08247420904
574,30922.505453335703
575,32792.504425456376
576,33521.43999403477
577,32053.56236455742
578,33182.418748544194
579,31293.993786477895
580,29365.926226275413
581,32715.027583904746
582,28686.672113913177
583,29502.038531331484
584,29481.310344370475
585,28948.4545355623
586,29586.120265982863
587,32495.13420366426
588,29906.503120637066
589,31588.827071987707
590,27974.288737594034
591,31774.630517113495
592,31959.13211610968
593,32554.278482409285
594,30045.23132102391
595,29953.63924399433
596,31313.844324957474
597,33338.80915475892
598,32463.01145734294
599,28920.36428100702
600,31420.98988971981
601,29340.90574601608
602,30676.972394264383
603,31264.337622978812
604,27333.323553732007
605,30818.431352234198
606,30102.45395199525
607,32463.37651883239
608,28545.091474495643
609,30333.261737366873
610,32631.63299275251
611,29439.32793174634
612,32109.349268986345
613,28760.52501998642
614,32834.72671851185
615,29146.229412292494
616,32639.33641365464
617,32091.236407770873
618,32251.371402548553
619,31406.712782764153
620,33144.11312114832
621,30218.424229442062
622,30950.50003504378
623,32044.969550166457
624,29843.363553357747
625,29834.144440790657
626,30832.11438533425
627,34020.42617081032
628,31199.795576008226
629,31658.86833426704
630,29871.310870099023
631,29737.647922220087
632,31844.343378927155
633,28166.81261385012
634,28155.490850873724
635,28498.481131308105
636,32146.723149563353
637,34479.934767460814
638,30074.410172348616
639,31766.1867876133
640,31745.993736595457
641,32309.062511002106
642,30868.725517016406
643,32387.487241647737
644,29575.258180337645
645,30387.498567269326
646,29980.36548695669
647,31534.276081175263
648,27981.523722794576
649,26911.15378878124
650,28866.284775168977
651,30622.99185234646
652,30174.02118145258
653,31166.858691330308
654,30005.603683275513
655,30116.35676516014
656,29303.09909862778
657,28169.9468304962
658,30872.737482155306
659,31789.34837025464
660,31321.239071494507
661,29551.19553378475
662,29325.75934928457
663,31785.5706350238
664,32884.33496789012
665,31558.882735648604
666,30152.02705602209
667,32783.316662072466
668,31046.144405132076
669,32905.41716201934
670,30625.213960301946
671,28649.634502768607
672,31540.57283107177
673,32426.869740770966
674,32775.65327950614
675,28902.799897292323
676,29621.00118624413
677,31016.239835671407
678,32651.656665599952
679,33840.24531678684
680,31085.852229134696
681,31362.132793820405
682,29496.66794916349
683,29211.603134642573
684,31593.13470885521
685,31907.611498474795
686,29834.73447126303
687,28474.3640814942
688,33405.06665390011
689,32214.61991243694
690,30139.107515682397
691,28552.699097483084
692,34297.10947951447
693,33170.90778453863
694,30105.50560021792
695,34571.896106586326
696,33209.42908740751
697,29005.5707014046
698,29140.41739829506
699,31997.470488104995
700,32190.409856488044
701,30482.309465735772
702,30313.818891123836
703,29763.102497614334
704,28908.925673281865
705,30997.90601746535
706,27865.955580824204
707,31527.445356470344
708,30975.36775207802
709,32475.808392202773
710,27811.662020325613
711,29509.606798220244
712,29204.894785783617
713,29084.624309847713
714,30606.28159514931
715,30227.91844202857
716,31548.395641022835
717,31671.45357644977
718,32010.08228962576
719,33436.52550712434
720,32262.47210102454
721,33558.060095867884
722,31114.215612223237
723,31259.772266409793
724,28294.67185080208
725,29718.54102971481
726,34041.077984851916
727,31069.198097367214
728,29749.406127873757
729,31235.124537363936
730,29498.811213535562
731,33661.85666213515
732,31241.72520939658
733,29480.167157413955
734,29525.659019709965
735,29934.718468312585
736,31270.174283215263
737,30916.71371619716
738,29403.742468461667
739,27713.37322299034
740,30797.015206525466
741,30685.076603457706
742,32961.52054037432
743,32733.165235745553
744,28761.150284547744
745,32523.490316263644
746,30270.2194989175
747,32685.145046813705
748,31607.884559140864
749,30957.63296640555
750,32269.106902776217
751,31758.451136121865
752,29838.708694800498
753,28824.579552697287
754,28694.417947238657
755,29376.135007817666
756,30181.136087658837
757,27935.915031804878
758,30098.700805883633
759,28871.569938224897
760,33167.36292585352
761,31253.477008283004
762,29629.911399787303
763,32681.050842242315
764,31421.3477124187
765,31200.945005452737
766,27905.170532455864
767,31996.418105267774
768,30728.53274562818
769,31130.63568715889
770,32199.644882420027
771,31614.914593475518
772,33953.54648869256
773,30317.41742380114
774,31227.583575308334
775,29941.68108775994
776,32349.845374895373
777,32021.01263685668
778,29740.18521864949
779,30211.875648975656
780,32944.72315069954
781,32548.83496263328
782,29912.479844960282
783,30894.213652702554
784,28655.881341012893
785,30734.875935839165
786,34470.73744077919
787,31656.480297165395
788,30339.878901591914
789,30264.303601651045
790,28929.398766479902
791,28483.029079194726
792,32222.317359428813
793,28665.40965281915
794,29341.415049614818
795,31200.428718431434
796,31921.761821717737
797,32092.477953010224
798,31503.585917765336
799,30858.089908109025
800,29163.871288055874
801,30928.383195431037
802,34824.44827855534
803,29509.68914825125
804,33359.24114990391
805,30488.1570165466
806,29094.486474947214
807,31963.394900298354
808,35386.49824907802
809,32996.15172152443
810,33972.17057225728
811,29973.062007574285
812,31859.4420911982
813,31635.575533307496
814,28911.047255222013
815,30839.115335843468
816,30660.805937547102
817,33258.8548141805
818,32083.480660204783
819,31692.618598725585
820,32459.48831961074
821,32290.17210044774
822,30798.75548505939
823,32090.102229304528
824,30037.708407450144
825,29586.441000623032
826,32490.019983957085
827,33592.46203954594
828,30185.277483860496
829,29750.44804896141
830,32761.50019250749
831,30043.694816648538
832,31498.35637406089
833,30488.760520867712
834,30176.51889037405
835,28578.389718538074
836,30579.577854313713
837,32948.29612723313
838,31953.75474188834
839,30517.873411711375
840,31145.969773234137
841,32251.609960111382
842,32261.79806879302
843,28464.47689465886
844,28501.88496520459
845,30447.46600132875
846,28654.958779702687
847,31744.099283083317
848,31461.60908427582
849,32236.029763046266
850,29037.771809097867
851,31035.476526490147
852,31685.604317842783
853,31541.026430476682
854,29401.983256668296
855,33253.86574564436
856,30762.999870410506
857,33339.05948987373
858,27927.00363425658
859,32474.57498813222
860,30796.229271026874
861,32632.828365006684
862,29339.323827716576
863,29103.690085328606
864,28455.716539233512
865,29745.351684479763
866,29030.68822068655
867,28589.262022400744
868,32191.511443352505
869,32158.60243218119
870,33226.096695285756
871,29313.50092448926
872,29844.850338793236
873,33272.143647320336
874,32383.73861148083
875,30557.72259109763
876,30414.03816129057
877,30872.702614265636
878,29912.65412726925
879,30597.489064539153
880,30540.398454534286
881,29566.357960003683
882,32817.77402740564
883,30734.51642520837
884,33159.15955820002
885,28493.526063317473
886,33454.51186372145
887,30201.715983177204
888,32421.310813589014
889,27321.933474026748
890,31329.601020831342
891,29379.946503801988
892,32546.95422411067
893,28500.661718524774
894,28170.908184170043
895,33154.71326927468
896,28685.906393991736
897,31613.73887089625
898,31137.79572951262
899,29825.550559592797
900,30820.821872132125
901,31484.79333790649
902,32867.41470594295
903,29445.982705667404
904,28796.967820039066
905,30436.799963881025
906,31446.181209069473
907,32042.09280207098
908,31513.078023972324
909,32553.382332002682
910,32351.950470381125
911,31107.902942827048
912,29544.1962789561
913,31107.003412509075
914,32352.426271288736
915,31871.65756573363
916,29836.39695352596
917,31592.143855929655
918,29755.716140938563
919,32858.10493824486
920,29124.455778037584
921,31499.354947338692
922,31062.43017114293
923,29255.141414337013
924,32104.59671707394
925,29177.01071440385
926,30022.242132876556
927,33362.87459663702
928,30181.666520710456
929,31267.48872701742
930,30987.56429987895
931,28586.467363501564
932,31280.902586451004
933,30246.48163581321
934,31722.903082637666
935,29331.16443337564
936,32864.449592086225
937,31736.92289041249
938,34526.84670817497
939,30363.389242230674
940,27819.910805856918
941,31230.76285706754
942,31198.606728719235
943,33365.64962600895
944,29657.87600083763
945,30997.263118495805
946,29245.71824472507
947,33265.99491700615
948,29055.76512240965
949,29800.47555062386
950,30186.69188832888
951,27141.394267823653
952,31832.608654372205
953,29821.21443848899
954,28841.557739483298
955,29176.053431740154
956,31599.353000964395
957,32905.31844720755
958,30207.153028487282
959,29104.40070110639
960,30527.767208705664
961,33151.3167383432
962,31352.63932000702
963,32158.087043656968
964,31286.244100300122
965,32828.403256408594
966,28741.100381029828
967,29621.66352612172
968,30728.007160568337
969,28225.699046743848
970,33022.07082707285
971,29548.78792534954
972,28741.00603449217
973,31171.221915985574
974,33539.22332624431
975,31945.604780006917
976,27700.694006586313
977,29511.36432272383
978,32292.856154464152
979,29669.9880113742
980,28598.612018670043
981,32285.63300285247
982,30888.444755673678
983,31000.147574836374
984,30831.255795172212
985,31926.940950191947
986,28511.702277676828
987,29580.35569550384
988,32170.39028938492
989,30055.403643335852
990,31136.55276910776
991,30785.6054608693
992,29042.21100550771
993,34003.05910721915
994,32825.70745767185
995,31168.422464144634
996,32247.864388632373
997,31345.10758503101
998,28763.973657631326
999,33932.17056127373
1000,32239.83489812065
1001,30412.30443271892
1002,29683.490188006963
1003,29190.885238699106
1004,32332.182188523504
1005,30998.477564620305
1006,30674.85817925189
1007,30938.33505115782
1008,28823.855143765744
1009,32680.101392770543
1010,33026.103643472255
1011,28680.74550624669
1012,33833.42278485842
1013,30950.25501686092
1014,33596.22341438613
1015,27653.222581467584
1016,29249.120503091497
1017,30850.365211124255
1018,31568.118817455306
1019,30077.635868459987
1020,27842.89670718947
1021,30707.79893053539
1022,31374.380918400697
1023,33009.41180785318
1024,28789.230347079912
1025,27878.519511731294
1026,32678.507806904592
1027,30478.044089275623
1028,26681.383938845065
1029,34758.794139536505
1030,33656.5405853436
1031,30870.257729082976
1032,30673.76484641658
1033,31451.080053089325
1034,31980.847650937103
1035,29983.75591994813
1036,29421.049624038456
1037,33118.45050463242
1038,30266.79750404353
1039,30322.751509880178
1040,29152.164804975226
1041,32240.49489400869
1042,27942.73773170082
1043,29909.35669932013
1044,31077.27796834455
1045,30622.25789302444
1046,31338.400368502782
1047,31460.01356457321
1048,30203.848106252564
1049,34420.50319169025
1050,33155.40157705407
1051,31623.715918273974
1052,29526.09522366696
1053,32223.136275127206
1054,29717.244477797583
1055,32550.322283037232
1056,30314.097845457618
1057,30138.068010155035
1058,30742.01632805647
1059,32509.112023125188
1060,31559.253957075263
1061,29457.305201929023
1062,32597.80379541112
1063,29903.12891889375
1064,29010.830166548072
1065,31504.486624728284
1066,32782.1139008523
1067,31821.483069466507
1068,29637.081422508232
1069,31851.285788547837
1070,30434.609283561203
1071,31646.202267364064
1072,30391.573344801873
1073,30305.922541011994
1074,32218.225285453413
1075,33544.147724398244
1076,30739.96702750511
1077,30027.5718971467
1078,33005.262927455355
1079,32543.161151786328
1080,28324.853058570527
1081,30728.83928844925
1082,32088.534998535608
1083,28877.880571911894
1084,29336.92115199874
1085,30686.993480508416
1086,28249.936659945688
1087,28813.674689604402
1088,32836.51829127022
1089,31344.113998012857
1090,30899.11897767771
1091,30273.713628771366
1092,28941.147750344757
1093,27673.412298462226
1094,32564.967077889785
1095,30364.444864725738
1096,28811.737620964508
1097,30754.301377171745
1098,28690.18675875814
1099,30173.360902681667
1100,31670.173044862895
1101,33094.575325804966
1102,32198.152149839283
1103,30578.39375431159
1104,32386.400589221565
1105,30812.87326580018
1106,30326.967664603268
1107,30687.106837911597
1108,32475.311347316714
1109,30486.643167650756
1110,30199.002169710795
1111,34090.45291829421
1112,30824.75759360215
1113,31592.716267493637
1114,29904.30139803184
1115,32146.600169003974
1116,30860.818157614096
1117,32087.251197238224
1118,30864.76531597695
1119,31640.516259710857
1120,30451.85555351204
1121,31186.200206766556
1122,30767.896311937056
1123,30695.55507274379
1124,31545.790639453375
1125,31957.988099374084
1126,30533.85967633222
1127,30697.246608529924
1128,31813.575616710168
1129,31610.529254597535
1130,30843.845711643367
1131,32883.40956649579
1132,31299.05902061058
1133,30977.564952265235
1134,31519.944452601063
1135,31171.073229912537
1136,27753.903914601207
1137,31852.85618669005
1138,32711.60443560583
1139,31133.028771493668
1140,29226.02587454762
1141,31453.8200017142
1142,29943.57700622276
1143,30758.419042705995
1144,28893.53979741614
1145,30675.969447007235
1146,31289.06447091064
1147,28926.614430210986
1148,32326.64639292195
1149,29639.148089315528
1150,33613.58709345059
1151,35040.537318095725
1152,31087.149073819655
1153,30388.547560723622
1154,32637.96335861113
1155,29267.832189388726
1156,26033.948045712434
1157,32734.098383184693
1158,27723.224117570215
1159,31827.297760376645
1160,31482.927710007072
1161,30145.51247129441
1162,30868.092887692266
1163,34317.16855134843
1164,30673.864189757765
1165,30162.22127531567
1166,30571.528344567283
1167,32070.292739482902
1168,33316.81306547415
1169,33125.67549508867
1170,29171.00826926493
1171,32599.609878838055
1172,32195.713694718936
1173,30582.48625004498
1174,30128.038080378206
1175,29843.838976404477
1176,31556.93735475593
1177,32858.79447847392
1178,29264.048387035255
1179,30648.75912170286
1180,30913.110848229506
1181,32437.346007263677
1182,30026.154205366296
1183,32798.69778563862
1184,30792.57748674971
1185,33004.09878348306
1186,29534.054065972927
1187,29708.581495705632
1188,28565.64495324437
1189,28268.649375279212
1190,32316.057696138516
1191,31218.968184851303
1192,34183.4883713214
1193,29276.672792828605
1194,29748.54321751924
1195,32938.6172161903
1196,31292.88402857433
1197,30673.51047147929
1198,29682.476081240853
1199,31169.920026427542
1200,31493.31916645679
1201,32212.97368953762
1202,31225.416878098862
1203,31684.1893950966
1204,31963.409714866455
1205,29518.087256709656
1206,31142.44485274665
1207,30086.82934151596
1208,30858.54119708833
1209,29507.362978385965
1210,29437.413222160572
1211,29130.92429824968
1212,30222.021379989466
1213,30744.221147250315
1214,33008.55820143033
1215,31127.83014736872
1216,28099.872148628012
1217,29394.421925212762
1218,30232.8029878293
1219,29173.788540034384
1220,30418.45404174977
1221,30002.504603023437
1222,34128.36115805973
1223,31954.05554722329
1224,30933.343289284127
1225,33190.62329110407
1226,31931.16196148396
1227,30867.07436122788
1228,29926.816861888732
1229,29231.34073496661
1230,33793.48655928062
1231,31519.70778389328
1232,29093.505194347144
1233,31441.32708828536
1234,31950.246471818526
1235,30183.589743855202
1236,34226.418371698775
1237,31293.921551695938
1238,33286.76229715739
1239,31683.548726838944
1240,30179.440183018072
1241,32119.930106625903
1242,29663.478588205213
1243,31804.898145418865
1244,29365.304171367992
1245,31156.561071666878
1246,33268.852848622635
1247,31727.108731431945
1248,29649.582307201057
1249,30795.432134763734
1250,31481.846460773457
1251,32046.158652363745
1252,28844.00415941376
1253,30088.630194714155
1254,33078.93983570869
1255,33124.341448824765
1256,33641.8623015867
1257,29915.024899467127
1258,29186.193886114525
1259,29617.399626617644
1260,31936.85673546144
1261,30747.366270524693
1262,32962.992656773546
1263,28600.41025261424
1264,31922.187945223548
1265,31301.83373992007
1266,33594.1748626339
1267,29612.130145097213
1268,32269.6089101678
1269,29891.859182146178
1270,32427.69647989108
1271,30751.04470667566
1272,29748.523066513815
1273,29705.086450627907
1274,32715.304016063503
1275,33165.35304404042
1276,29384.72431217803
1277,33179.23005761623
1278,31858.48144337625
1279,30987.549882063646
1280,31801.22152787446
1281,32477.758215432914
1282,29933.95781980961
1283,29144.729545709088
1284,30268.088996970288
1285,31211.96447955996
1286,33539.18149361942
1287,30121.897006541833
1288,30805.717488523733
1289,31427.1930993331
1290,31034.467656224853
1291,33103.440210417735
1292,30413.330908461678
1293,31913.80853821959
1294,31719.727246568425
1295,29272.37592664232
1296,31954.994981232667
1297,31026.167609297558
1298,31891.743488755616
1299,30461.7217970466
1300,28464.446638507194
1301,28234.287941082304
1302,30907.68366544131
1303,31278.446499471847
1304,31551.362633296547
1305,30010.89152369172
1306,30350.59160223531
1307,29136.427053519154
1308,30832.571129446394
1309,27668.122969265212
1310,29095.863141014877
1311,33261.555900736195
1312,30676.997887990306
1313,30348.32210343447
1314,26680.022404079635
1315,30735.912286469687
1316,30606.99939722504
1317,32341.210914037078
1318,29884.131436974403
1319,29898.594709011664
1320,29685.88612314583
1321,31226.034596718553
1322,30428.786706100844
1323,31691.925591707935
1324,32388.92888170285
1325,33739.90536589213
1326,29640.059584955932
1327,30306.117167480184
1328,28982.080839513317
1329,31684.256211318523
1330,31554.72731372612
1331,28703.15944793837
1332,32194.08794046997
1333,30830.993993705288
1334,31547.197076482047
1335,32182.86704622673
1336,30572.20871067751
1337,30455.6660068405
1338,29779.472748107644
1339,31664.682243913012
1340,29713.622359041863
1341,30186.793433082796
1342,29837.010562402367
1343,31563.415239401093
1344,33405.09787436109
1345,31670.209573340187
1346,32180.069916420718
1347,30564.13222595972
1348,31239.884101586315
1349,30377.57591811847
1350,29332.114177302697
1351,31555.2519094494
1352,31511.09582658804
1353,30924.97187914772
1354,30615.79354524803
1355,31721.885175887095
1356,34035.17712171565
1357,35349.57191641367
1358,33452.81844264878
